Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Beams, Ben",22y 233d,20 (9-0-11 45.00%),15 (0.75),←,
25,"Brown, Nathan",24y 236d,14 (7-0-7 50.00%),,←,
32,"Bruce, Cameron",21y 189d,21 (13-0-8 61.90%),25 (1.19),←,
28,"Collins, Matthew",24y 64d,36 (21-0-15 58.33%),6 (0.17),22 (15-0-7 68.18%),4 (0.18)
21,"Febey, Steven",31y 231d,240 (122-0-118 50.83%),33 (0.14),←,
4,"Grgic, Brent",21y 181d,65 (30-0-35 46.15%),29 (0.45),←,
27,"Ingerson, Anthony",31y 176d,150 (64-0-86 42.67%),40 (0.27),113 (48-0-65 42.48%),15 (0.13)
41,"Jolly, Darren",19y 152d,1 (1-0-0 100.00%),,←,
36,"Leoncelli, Andrew",26y 264d,90 (41-0-49 45.56%),36 (0.40),←,
35,"McDonald, Anthony",28y 298d,81 (38-0-43 46.91%),35 (0.43),←,
9,"Neitz, David",26y 75d,160 (73-0-87 45.63%),243 (1.52),←,
8,"Nicholson, Alistair",23y 34d,32 (18-0-14 56.25%),,←,
14,"Pitt, Steven",27y 259d,17 (10-0-7 58.82%),16 (0.94),4 (3-0-1 75.00%),2 (0.50)
43,"Rigoni, Guy",26y 254d,72 (39-0-33 54.17%),23 (0.32),←,
24,"Robertson, Russell",22y 134d,59 (32-0-27 54.24%),78 (1.32),←,
5,"Schwarz, David",28y 257d,141 (64-1-76 45.74%),217 (1.54),←,
42,"Walsh, Peter",24y 257d,44 (22-0-22 50.00%),9 (0.20),←,
10,"Ward, Daniel",23y 272d,31 (12-0-19 38.71%),4 (0.13),←,
34,"White, Jeff",24y 47d,102 (50-0-52 49.02%),58 (0.57),70 (37-0-33 52.86%),40 (0.57)
26,"Williams, Luke",21y 99d,5 (2-0-3 40.00%),,←,
22,"Woewodin, Shane",24y 269d,96 (43-0-53 44.79%),44 (0.46),←,
13,"Yze, Adem",23y 198d,121 (53-0-68 43.80%),79 (0.65),←,
Totals,Totals,24y 356d,1598 (764-1-833 47.81%),990 (0.62),,
C,"Daniher, Neale",40y 51d,74 (39-0-35 52.70%),,←,
