Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",7,,11,18,,,,11.0,2.0,2.0,6.0,5.0,3.0,1.0,,14.0,4.0,,,2.0,,,74.0
24,"Bews, Jed",2,,4,6,,,,1.0,1.0,,,1.0,,1.0,,3.0,3.0,,,,,,83.0
46,"Blicavs, Mark",9,2,7,16,1,1.0,6.0,7.0,,3.0,7.0,4.0,1.0,2.0,1.0,11.0,3.0,2.0,2.0,1.0,,,80.0
12 ↑,"Bowes, Jack",2,,1,3,,,,,,1.0,,,1.0,,,2.0,1.0,,,,,,19.0
4,"Bruhn, Tanner",9,1,9,18,,,,4.0,1.0,4.0,3.0,2.0,,,,6.0,12.0,,,,1.0,,61.0
45,"Close, Brad",6,,10,16,,,,3.0,,3.0,1.0,3.0,1.0,1.0,,8.0,7.0,,,,1.0,,87.0
35,"Dangerfield, Patrick",9,3,6,15,,1.0,,1.0,,2.0,5.0,8.0,,2.0,,8.0,7.0,1.0,2.0,2.0,,1.0,75.0
16,"De Koning, Sam",7,5,7,14,,,,,3.0,,,1.0,2.0,,,5.0,9.0,1.0,,3.0,,,89.0
22,"Duncan, Mitch",11,5,14,25,,1.0,,2.0,4.0,3.0,,2.0,1.0,,,4.0,20.0,,,,,1.0,82.0
39,"Guthrie, Zach",7,3,3,10,,,,,2.0,1.0,1.0,1.0,,,,3.0,7.0,,,1.0,,,78.0
26,"Hawkins, Tom",5,4,4,9,2,2.0,4.0,4.0,,1.0,1.0,2.0,,,,5.0,5.0,,4.0,1.0,,,92.0
38,"Henry, Jack",9,6,4,13,,,,,3.0,2.0,,1.0,1.0,,,8.0,5.0,2.0,,5.0,,,100.0
36,"Henry, Oliver",5,3,,5,2,,,1.0,,3.0,,1.0,,,,,5.0,,1.0,,,,84.0
9,"Holmes, Max",5,1,3,8,,1.0,,6.0,,2.0,1.0,1.0,1.0,,,3.0,5.0,,,1.0,,,75.0
8,"Kolodjashnij, Jake",8,7,1,9,,,,1.0,2.0,1.0,,,,,,,8.0,,,3.0,,,85.0
32,"Miers, Gryan",20,3,7,27,1,,,2.0,,6.0,3.0,4.0,1.0,,,11.0,15.0,1.0,,,,3.0,87.0
17 ↓,"Ratugolea, Esava",3,1,1,4,,,,1.0,3.0,,,1.0,,,,2.0,2.0,1.0,,3.0,,,67.0
23,"Rohan, Gary",6,3,2,8,,1.0,,1.0,,,,1.0,1.0,,,7.0,2.0,3.0,1.0,1.0,1.0,1.0,74.0
7,"Smith, Isaac",11,7,7,18,,,,,1.0,4.0,1.0,5.0,,,,2.0,12.0,,,,,,88.0
1,"Stanley, Rhys",5,3,4,9,,,25.0,1.0,1.0,3.0,2.0,1.0,2.0,,,6.0,4.0,,,7.0,,,79.0
18,"Stengle, Tyson",9,5,2,11,1,,,2.0,,4.0,,3.0,1.0,,,6.0,6.0,1.0,,,,,84.0
44,"Stewart, Tom",20,6,5,25,,,,4.0,12.0,,,,1.0,,2.0,7.0,10.0,,,1.0,,,78.0
2,"Tuohy, Zach",19,5,9,28,,1.0,,3.0,8.0,5.0,,3.0,,2.0,,8.0,15.0,,1.0,2.0,3.0,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,73,121,315,7,12.0,35.0,55.0,43.0,50.0,31.0,50.0,17.0,9.0,3.0,129.0,167.0,12.0,11.0,33.0,6.0,6.0,
Opposition,Opposition,210,92,159,369,6,18.0,33.0,72.0,42.0,50.0,32.0,60.0,9.0,17.0,3.0,112.0,243.0,3.0,20.0,55.0,6.0,5.0,
