Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
18,"Banfield, Todd",19y 300d,5 (4-0-1 80.00%),6 (1.20),←,
20,"Black, Simon",31y 21d,260 (155-4-101 60.38%),154 (0.59),←,
17,"Brennan, Jared",25y 270d,105 (53-3-49 51.90%),68 (0.65),←,
16,"Brown, Jonathan",28y 177d,189 (120-3-66 64.29%),443 (2.34),←,
1,"Clark, Mitch",22y 187d,50 (25-2-23 52.00%),27 (0.54),←,
39,"Drummond, Josh",27y 5d,70 (35-2-33 51.43%),29 (0.41),←,
5,"Fevola, Brendan",29y 94d,192 (73-2-117 38.54%),592 (3.08),5 (4-0-1 80.00%),17 (3.40)
12,"Hawksley, James",21y 78d,14 (7-1-6 53.57%),,←,
4,"Johnstone, Travis",29y 281d,199 (99-1-99 50.00%),135 (0.68),39 (21-0-18 53.85%),24 (0.62)
23,"Leuenberger, Matthew",21y 321d,27 (15-1-11 57.41%),3 (0.11),←,
36,"Maguire, Matt",25y 329d,104 (58-1-45 56.25%),19 (0.18),5 (4-0-1 80.00%),
9,"McGrath, Ashley",26y 339d,141 (79-2-60 56.74%),106 (0.75),←,
21,"Merrett, Daniel",25y 133d,92 (43-3-46 48.37%),17 (0.18),←,
24,"Patfull, Joel",25y 138d,83 (40-3-40 50.00%),20 (0.24),←,
31,"Polkinghorne, James",21y 93d,27 (16-1-10 61.11%),15 (0.56),←,
2,"Proud, Albert",21y 230d,24 (13-0-11 54.17%),5 (0.21),←,
29,"Raines, Andrew",24y 47d,61 (22-1-38 36.89%),1 (0.02),5 (4-0-1 80.00%),
30,"Redden, Jack",19y 136d,15 (10-1-4 70.00%),6 (0.40),←,
10,"Rich, Daniel",19y 321d,29 (18-1-10 63.79%),14 (0.48),←,
35,"Rischitelli, Michael",24y 106d,94 (46-3-45 50.53%),42 (0.45),←,
38,"Rockliff, Tom",20y 61d,4 (2-0-2 50.00%),,←,
14,"Staker, Brent",25y 336d,115 (68-1-46 59.57%),87 (0.76),5 (4-0-1 80.00%),3 (0.60)
Totals,Totals,24y 149d,1900 (1001-36-863 52.68%),1789 (0.94),,
C,"Voss, Michael",34y 291d,29 (18-1-10 63.79%),,←,
