North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Comben, Charlie",6,5,3,9,2,3.0,5.0,5.0,,,,2.0,1.0,1.0,,4.0,5.0,2.0,4.0,2.0,,,89.0
4,"Corr, Aidan",8,2,3,11,,,,1.0,4.0,,,3.0,,2.0,,2.0,5.0,,,5.0,,,88.0
10,"Cunnington, Ben",9,3,13,22,,,,4.0,1.0,2.0,4.0,5.0,,,,9.0,13.0,,,,,1.0,74.0
9,"Davies-Uniacke, Luke",12,3,11,23,,,,3.0,2.0,4.0,7.0,3.0,,1.0,,9.0,15.0,,,,,2.0,84.0
22,"Goldstein, Todd",3,2,8,11,,,33.0,,2.0,1.0,4.0,3.0,2.0,2.0,,6.0,5.0,,,1.0,,1.0,84.0
18 ↑,"Greenwood, Hugh",1,2,9,10,,,,1.0,,1.0,2.0,3.0,,2.0,,10.0,1.0,2.0,,,,,39.0
15,"Howe, Daniel",14,5,9,23,,,,3.0,3.0,4.0,4.0,3.0,1.0,,,9.0,15.0,,,4.0,,,86.0
20,"Larkey, Nick",3,2,3,6,1,,,,,1.0,1.0,2.0,,2.0,,4.0,2.0,1.0,,,,,89.0
19,"Logue, Griffin",6,8,7,13,,,,1.0,3.0,,,,,,,5.0,8.0,2.0,,4.0,,,96.0
11,"McDonald, Luke",8,5,11,19,,,,2.0,6.0,1.0,,5.0,,1.0,,3.0,13.0,1.0,,2.0,,,87.0
23,"McKay, Ben",3,1,6,9,,,,2.0,,,,,1.0,,,5.0,4.0,,,2.0,,,81.0
29,"Phillips, Will",8,2,11,19,1,,,1.0,,6.0,2.0,2.0,,,,5.0,13.0,,1.0,,,,75.0
24,"Powell, Tom",7,3,14,21,1,,,,,2.0,3.0,3.0,,,,6.0,15.0,,1.0,,,,72.0
8,"Scott, Bailey",7,5,8,15,,,,1.0,1.0,3.0,1.0,2.0,,,,3.0,11.0,,,2.0,3.0,1.0,86.0
3,"Sheezel, Harry",16,2,15,31,1,,,2.0,3.0,1.0,2.0,8.0,1.0,1.0,,8.0,20.0,,,1.0,,,89.0
14,"Shiels, Liam",9,5,5,14,1,,,6.0,2.0,3.0,,4.0,1.0,2.0,,5.0,11.0,,,2.0,,,82.0
12 ↓,"Simpkin, Jy",7,,5,12,,,,4.0,1.0,1.0,2.0,,1.0,,,5.0,6.0,,,1.0,,,28.0
2,"Stephenson, Jaidyn",8,2,1,9,4,,,2.0,,2.0,,1.0,3.0,,,4.0,5.0,,2.0,,1.0,,73.0
5,"Taylor, Curtis",8,8,3,11,1,,,,1.0,3.0,,3.0,1.0,1.0,,2.0,11.0,,1.0,1.0,,,82.0
13,"Tucker, Darcy",7,6,9,16,,,,,1.0,4.0,,5.0,,3.0,,3.0,16.0,,,1.0,2.0,1.0,82.0
28,"Turner, Kayne",3,,2,5,,,,,1.0,1.0,,,,,,3.0,2.0,,,,,2.0,73.0
7,"Ziebell, Jack",22,6,2,24,,,,,11.0,1.0,,3.0,2.0,1.0,,6.0,10.0,,,3.0,,,77.0
44,"Zurhaar, Cameron",4,,5,9,,1.0,,2.0,,1.0,2.0,5.0,,2.0,,3.0,5.0,,,3.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,77,163,342,12,5.0,38.0,40.0,42.0,42.0,34.0,65.0,14.0,21.0,,119.0,211.0,8.0,9.0,34.0,6.0,8.0,
Opposition,Opposition,246,118,133,379,22,20.0,30.0,41.0,28.0,66.0,37.0,53.0,21.0,14.0,6.0,141.0,242.0,17.0,33.0,37.0,2.0,20.0,
