Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
7,"Allan, Ben",26y 196d,103 (64-0-39 62.14%),74 (0.72),5 (2-0-3 40.00%),2 (0.40)
33,"Burrows, Craig",22y 130d,5 (2-0-3 40.00%),8 (1.60),←,
24,"Burton, Matthew",24y 345d,5 (2-0-3 40.00%),2 (0.40),←,
13,"Chisholm, Scott",21y 336d,4 (1-0-3 25.00%),,←,
1,"Edwards, Scott",26y 249d,5 (2-0-3 40.00%),2 (0.40),←,
16,"Hutton, John",28y 338d,26 (6-1-19 25.00%),56 (2.15),3 (2-0-1 66.67%),4 (1.33)
38,"Jones, Anthony",20y 131d,4 (2-0-2 50.00%),,←,
11,"Kickett, Dale",26y 360d,51 (25-0-26 49.02%),40 (0.78),5 (2-0-3 40.00%),
36,"Leach, Quenton",22y 252d,4 (2-0-2 50.00%),,←,
9,"Mann, Peter",24y 234d,44 (20-0-24 45.45%),15 (0.34),5 (2-0-3 40.00%),3 (0.60)
43,"McGovern, Andrew",27y 22d,24 (6-1-17 27.08%),7 (0.29),4 (2-0-2 50.00%),
8,"McManus, Shaun",19y 79d,1 (0-0-1 0.00%),1 (1.00),←,
50,"Mildenhall, Neil",26y 233d,1 (0-0-1 0.00%),,←,
49,"Miller, Peter",26y 23d,4 (2-0-2 50.00%),5 (1.25),←,
25,"Norrish, Jason",23y 93d,24 (14-0-10 58.33%),3 (0.13),4 (2-0-2 50.00%),1 (0.25)
10,"OReilly, Stephen",22y 171d,41 (23-0-18 56.10%),5 (0.12),5 (2-0-3 40.00%),
23,"Parker, Shane",22y 70d,3 (2-0-1 66.67%),,←,
5,"Ridley, Todd",26y 77d,30 (17-0-13 56.67%),32 (1.07),5 (2-0-3 40.00%),11 (2.20)
31,"Wardell-Johnson, Leigh",25y 43d,4 (2-0-2 50.00%),7 (1.75),←,
2,"Watters, Scott",26y 94d,88 (37-2-49 43.18%),25 (0.28),5 (2-0-3 40.00%),1 (0.20)
4,"Wills, Andrew",23y 116d,63 (42-0-21 66.67%),50 (0.79),4 (2-0-2 50.00%),7 (1.75)
Totals,Totals,24y 171d,534 (271-4-259 50.75%),332 (0.62),,
C,"Neesham, Gerard",40y 139d,5 (2-0-3 40.00%),,←,
