Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
14,"Breman, Todd",26y 194d,27 (10-0-17 37.04%),20 (0.74),4 (0-0-4 0.00%),5 (1.25)
9,"Campbell, Wayne",19y 229d,19 (6-0-13 31.58%),9 (0.47),←,
18,"Edwards, Stuart",19y 293d,7 (1-0-6 14.29%),6 (0.86),←,
30,"Free, Tony",22y 317d,78 (24-0-54 30.77%),25 (0.32),←,
25,"Gale, Brendon",23y 296d,48 (15-0-33 31.25%),38 (0.79),←,
52,"Griffiths, Stuart",23y 99d,13 (2-0-11 15.38%),12 (0.92),←,
42,"Honybun, David",30y 36d,49 (16-0-33 32.65%),34 (0.69),44 (13-0-31 29.55%),32 (0.73)
16,"Jackson, Stevan",22y 61d,45 (23-0-22 51.11%),78 (1.73),7 (1-0-6 14.29%),10 (1.43)
2,"Keays, Terry",22y 6d,40 (15-0-25 37.50%),39 (0.98),20 (6-0-14 30.00%),28 (1.40)
33,"Knights, Matthew",21y 217d,74 (22-0-52 29.73%),51 (0.69),←,
4,"Lambert, Craig",23y 217d,89 (25-0-64 28.09%),39 (0.44),←,
5,"Lennon, Bruce",21y 160d,3 (0-0-3 0.00%),1 (0.33),←,
26,"Leys, Brian",24y 92d,74 (24-0-50 32.43%),13 (0.18),←,
27,"Maxfield, Stuart",20y 30d,14 (2-0-12 14.29%),3 (0.21),←,
29,"Menegola, Todd",24y 136d,5 (1-0-4 20.00%),6 (1.20),←,
6,"Naish, Chris",20y 225d,32 (9-0-23 28.13%),48 (1.50),←,
21,"Powell, Tim",24y 25d,54 (16-0-38 29.63%),38 (0.70),←,
8,"Ryan, Stephen",21y 308d,40 (12-0-28 30.00%),37 (0.93),←,
17,"Smith, Craig",25y 103d,61 (14-0-47 22.95%),19 (0.31),←,
41,"Turner, Scott",21y 344d,29 (8-0-21 27.59%),8 (0.28),←,
Totals,Totals,22y 352d,801 (245-0-556 30.59%),524 (0.65),,
C,"Jeans, Allan",58y 231d,561 (353-2-206 63.10%),,7 (1-0-6 14.29%),
