Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
30,"Allen, Scott",20y 103d,6 (1-0-5 16.67%),3 (0.50),←,
18,"Cameron, Leon",22y 253d,92 (49-1-42 53.80%),42 (0.46),←,
14,"Darcy, Luke",19y 305d,2 (1-0-1 50.00%),,←,
3,"Grant, Chris",22y 151d,107 (59-1-47 55.61%),237 (2.21),←,
1,"Grgic, Ilija",23y 69d,39 (23-0-16 58.97%),52 (1.33),←,
10,"Hunter, Mark",29y 252d,116 (56-2-58 49.14%),9 (0.08),←,
6,"Johnson, Brad",18y 299d,16 (9-0-7 56.25%),10 (0.63),←,
4,"Kellett, Nigel",25y 146d,66 (34-0-32 51.52%),25 (0.38),←,
12,"Koster, Kym",22y 101d,27 (14-0-13 51.85%),10 (0.37),←,
39,"Liberatore, Tony",29y 91d,135 (76-1-58 56.67%),69 (0.51),←,
27,"Macpherson, Stephen",30y 162d,181 (91-3-87 51.10%),151 (0.83),←,
44,"Osborne, Richard",30y 331d,228 (96-0-132 42.11%),499 (2.19),25 (15-0-10 60.00%),49 (1.96)
22,"Quill, Peter",25y 263d,32 (19-0-13 59.38%),12 (0.38),←,
11,"Romero, Jose",23y 285d,96 (53-0-43 55.21%),103 (1.07),7 (4-0-3 57.14%),5 (0.71)
38,"Sir, Sedat",20y 68d,5 (2-0-3 40.00%),,←,
5,"Smith, Rohan",21y 347d,37 (23-0-14 62.16%),23 (0.62),←,
8,"Southern, Daniel",20y 132d,28 (14-0-14 50.00%),4 (0.14),←,
17,"Standfield, Barry",25y 89d,81 (46-0-35 56.79%),33 (0.41),←,
24,"Wallis, Stephen",30y 198d,235 (126-2-107 54.04%),55 (0.23),←,
7,"West, Scott",20y 180d,47 (26-0-21 55.32%),32 (0.68),←,
15,"Wynd, Scott",25y 108d,110 (57-1-52 52.27%),23 (0.21),←,
Totals,Totals,24y 83d,1686 (875-11-800 51.90%),1392 (0.83),,
C,"Joyce, Alan",52y 204d,122 (83-0-39 68.03%),,29 (16-0-13 55.17%),
