St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",21y 334d,26 (14-0-12 53.85%),16 (0.62),←,
10,"Baker, Steven",29y 359d,186 (98-2-86 53.23%),34 (0.18),←,
27,"Blake, Jason",29y 62d,169 (94-2-73 56.21%),33 (0.20),←,
26,"Dal Santo, Nick",26y 83d,176 (104-2-70 59.66%),94 (0.53),←,
6,"Dawson, Zac",24y 83d,45 (29-0-16 64.44%),2 (0.04),31 (25-0-6 80.65%),2 (0.06)
25,"Fisher, Sam",27y 310d,126 (81-1-44 64.68%),16 (0.13),←,
15,"Gardiner, Michael",30y 315d,165 (91-2-72 55.76%),104 (0.63),36 (25-0-11 69.44%),17 (0.47)
14,"Geary, Jarryn",21y 327d,33 (25-0-8 75.76%),9 (0.27),←,
19,"Gilbert, Sam",23y 270d,69 (46-1-22 67.39%),12 (0.17),←,
18,"Goddard, Brendon",24y 361d,145 (93-0-52 64.14%),68 (0.47),←,
1,"Gram, Jason",26y 19d,107 (68-1-38 64.02%),56 (0.52),105 (67-1-37 64.29%),56 (0.53)
33,"Gwilt, James",23y 278d,49 (33-0-16 67.35%),17 (0.35),←,
7,"Hayes, Lenny",30y 122d,222 (111-3-108 50.68%),73 (0.33),←,
21,"Heyne, Nick",19y 298d,1 (0-0-1 0.00%),,←,
4,"Jones, Clinton",26y 103d,58 (43-1-14 75.00%),17 (0.29),←,
23,"Koschitzke, Justin",27y 238d,147 (82-1-64 56.12%),177 (1.20),←,
5,"McEvoy, Ben",20y 309d,15 (14-0-1 93.33%),3 (0.20),←,
32,"McQualter, Andrew",23y 341d,67 (45-0-22 67.16%),32 (0.48),←,
44,"Milne, Stephen",30y 69d,196 (105-2-89 54.08%),392 (2.00),←,
11,"Montagna, Leigh",26y 195d,130 (83-1-46 64.23%),73 (0.56),←,
22,"Ray, Farren",24y 54d,107 (62-1-44 58.41%),37 (0.35),32 (27-0-5 84.38%),5 (0.16)
13,"Schneider, Adam",26y 4d,149 (96-1-52 64.77%),171 (1.15),51 (36-0-15 70.59%),72 (1.41)
Totals,Totals,25y 273d,2388 (1417-21-950 59.34%),1436 (0.60),,
C,"Lyon, Ross",43y 189d,80 (52-1-27 65.63%),,←,
