Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",19,3,16,35,1,,,2.0,,,,,1.0,2.0,3.0,,,,,,,,
35,"Baxter, Darren",12,4,2,14,,1.0,,1.0,,,,,3.0,2.0,,,,,,,,,
18,"Cameron, Leon",16,6,7,23,,,,,,,,,1.0,3.0,,,,,,,,,
1,"Charles, Justin",5,2,3,8,2,,6.0,1.0,,,,,1.0,2.0,,,,,,,,,
20,"Coleman, Glenn",19,7,3,22,1,,,,,,,,3.0,2.0,2.0,,,,,,,,
22,"Cullen, Mark",5,,4,9,,,,3.0,,,,,,4.0,,,,,,,,,
26,"Del-Re, Danny",7,3,3,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Eppelstun, Greg",11,2,3,14,,,,,,,,,1.0,2.0,,,,,,,,,
32,"Foster, Peter",15,4,2,17,,,,1.0,,,,,,3.0,,,,,,,,,
19,"Gow, Paul",11,3,2,13,,,,,,,,,1.0,2.0,,,,,,,,,
29,"Grant, Chris",10,7,5,15,3,2.0,,2.0,,,,,2.0,1.0,,,,,,,,,
7,"Hawkins, Doug",19,6,4,23,,3.0,,,,,,,2.0,4.0,,,,,,,,,
43,"Hogg, Matthew",10,1,6,16,,,,,,,,,,1.0,,,,,,,,,
10,"Hunter, Mark",14,2,5,19,,,,1.0,,,,,2.0,1.0,,,,,,,,,
31,"Krakouer, Phil",6,2,,6,1,,,,,,,,,3.0,,,,,,,,,
39,"Liberatore, Tony",20,1,5,25,,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",19,4,3,22,,,,,,,,,3.0,2.0,1.0,,,,,,,,
34,"Sexton, Ben",3,,,3,,1.0,,,,,,,,,,,,,,,,,
24,"Wallis, Stephen",2,1,2,4,,,,,,,,,,1.0,,,,,,,,,
15,"Wynd, Scott",5,5,9,14,,,5.0,2.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,228,63,84,312,8,9.0,11.0,16.0,,,,,25.0,40.0,6.0,,,,,,,,
Opposition,Opposition,204,36,82,286,1,10.0,23.0,33.0,,,,,40.0,25.0,,,,,,,,,
