Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
9,"Acres, Blake",24y 278d,76 (30-1-45 40.13%),29 (0.38),1 (1-0-0 100.00%),
11,"Aish, James",24y 246d,88 (35-0-53 39.77%),23 (0.26),6 (2-0-4 33.33%),
41,"Banfield, Bailey",22y 136d,30 (11-0-19 36.67%),9 (0.30),←,
34,"Bewley, Brett",25y 88d,13 (6-0-7 46.15%),4 (0.31),←,
8,"Brayshaw, Andrew",20y 246d,45 (17-0-28 37.78%),12 (0.27),←,
5,"Cerra, Adam",20y 278d,47 (18-0-29 38.30%),9 (0.19),←,
33,"Colyer, Travis",28y 322d,102 (48-1-53 47.55%),61 (0.60),15 (5-0-10 33.33%),7 (0.47)
4,"Darcy, Sean",22y 29d,30 (9-0-21 30.00%),8 (0.27),←,
44,"Duman, Taylin",22y 84d,28 (12-0-16 42.86%),1 (0.04),←,
7,"Fyfe, Nat",28y 297d,178 (94-1-83 53.09%),154 (0.87),←,
32,"Hill, Stephen",30y 71d,209 (107-0-102 51.20%),112 (0.54),←,
15,"Hughes, Ethan",25y 217d,56 (20-0-36 35.71%),4 (0.07),←,
37,"Lobb, Rory",27y 153d,95 (51-2-42 54.74%),82 (0.86),21 (9-0-12 42.86%),18 (0.86)
16,"Mundy, David",34y 357d,321 (162-1-158 50.62%),137 (0.43),←,
13,"Ryan, Luke",24y 156d,55 (20-0-35 36.36%),3 (0.05),←,
28,"Schultz, Lachie",22y 224d,13 (4-0-9 30.77%),8 (0.62),←,
22,"Serong, Caleb",19y 153d,3 (2-0-1 66.67%),1 (0.33),←,
20,"Taberner, Matthew",27y 24d,77 (35-0-42 45.45%),84 (1.09),←,
18,"Tucker, Darcy",23y 170d,76 (24-0-52 31.58%),33 (0.43),←,
10,"Walters, Michael",29y 186d,157 (77-1-79 49.36%),269 (1.71),←,
14,"Wilson, Nathan",27y 186d,120 (57-2-61 48.33%),17 (0.14),43 (17-0-26 39.53%),1 (0.02)
26,"Young, Hayden",19y 91d,5 (2-0-3 40.00%),,←,
Totals,Totals,25y 32d,1824 (841-9-974 46.11%),1060 (0.58),,
C,"Longmuir, Justin",39y 172d,6 (2-0-4 33.33%),,←,
