Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",26y 215d,122 (44-1-77 36.48%),97 (0.80),67 (37-0-30 55.22%),84 (1.25)
33,"Barlow, Kris",28y 69d,55 (29-0-26 52.73%),43 (0.78),←,
17,"Chick, Daniel",25y 224d,127 (63-2-62 50.39%),128 (1.01),←,
35,"Cox, Adrian",21y 14d,13 (6-0-7 46.15%),5 (0.38),←,
9,"Crawford, Shane",27y 13d,178 (90-2-86 51.12%),145 (0.81),←,
24,"Croad, Trent",21y 197d,84 (44-1-39 52.98%),80 (0.95),←,
19,"Dixon, Ben",24y 100d,94 (52-1-41 55.85%),141 (1.50),←,
34,"Graham, Mark",28y 193d,164 (76-2-86 46.95%),54 (0.33),←,
29,"Greene, Steven",19y 240d,11 (6-0-5 54.55%),7 (0.64),←,
5,"Harford, Daniel",24y 187d,137 (65-1-71 47.81%),61 (0.45),←,
3,"Hay, Jonathan",22y 40d,85 (41-1-43 48.82%),9 (0.11),←,
2,"Holland, Nick",27y 55d,129 (60-2-67 47.29%),193 (1.50),←,
37,"Lekkas, Angelo",25y 85d,111 (50-1-60 45.50%),42 (0.38),←,
28,"Lonie, Nathan",18y 202d,7 (2-0-5 28.57%),5 (0.71),←,
7,"McCabe, Luke",25y 43d,117 (56-1-60 48.29%),10 (0.09),←,
20,"Rawlings, Jade",23y 348d,72 (36-0-36 50.00%),22 (0.31),←,
52,"Rehn, Shaun",30y 36d,150 (83-1-66 55.67%),61 (0.41),16 (11-0-5 68.75%),6 (0.38)
11,"Smith, Joel",24y 142d,116 (61-1-54 53.02%),69 (0.59),58 (32-1-25 56.03%),18 (0.31)
4,"Tallis, Rayden",26y 105d,118 (56-0-62 47.46%),15 (0.13),←,
23,"Thompson, Nathan",23y 220d,67 (37-1-29 55.97%),92 (1.37),←,
21,"Vandenberg, Richard",24y 251d,41 (19-1-21 47.56%),7 (0.17),←,
30,"Woods, Tony",32y 82d,172 (79-2-91 46.51%),36 (0.21),141 (63-2-76 45.39%),26 (0.18)
Totals,Totals,25y 6d,2170 (1055-21-1094 48.62%),1322 (0.61),,
C,"Schwab, Peter",41y,48 (27-0-21 56.25%),,←,
