Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",26y 222d,126 (66-1-59 52.78%),54 (0.43),81 (58-1-22 72.22%),30 (0.37)
31,"Andrews, Harris",27y 159d,196 (93-1-102 47.70%),11 (0.06),←,
43,"Answerth, Noah",24y 286d,63 (43-0-20 68.25%),2 (0.03),←,
7,"Berry, Jarrod",26y 103d,143 (79-1-63 55.59%),61 (0.43),←,
34,"Brain, Shadeau",20y 95d,2 (1-1-0 75.00%),,←,
23,"Cameron, Charlie",29y 318d,212 (134-2-76 63.68%),377 (1.78),139 (87-1-51 62.95%),290 (2.09)
3,"Daniher, Joe",30y 75d,187 (91-2-94 49.20%),355 (1.90),79 (51-1-27 65.19%),164 (2.08)
5,"Dunkley, Josh",27y 130d,150 (87-1-62 58.33%),69 (0.46),34 (22-1-11 66.18%),4 (0.12)
28,"Fletcher, Jaspa",20y 84d,24 (15-1-8 64.58%),11 (0.46),←,
30,"Hipwood, Eric",26y 248d,163 (86-1-76 53.07%),240 (1.47),←,
35,"Lester, Ryan",31y 266d,190 (85-1-104 45.00%),47 (0.25),←,
1,"Lohmann, Kai",21y 12d,18 (11-1-6 63.89%),13 (0.72),←,
6,"McCluggage, Hugh",26y 76d,165 (92-1-72 56.06%),103 (0.62),←,
46,"McInerney, Oscar",29y 313d,135 (84-1-50 62.59%),56 (0.41),←,
26,"McKenna, Conor",28y 51d,110 (56-2-52 51.82%),27 (0.25),31 (21-1-9 69.35%),7 (0.23)
13,"Morris, Logan",19y 8d,3 (2-1-0 83.33%),5 (1.67),←,
9,"Neale, Lachie",30y 360d,255 (144-1-110 56.67%),116 (0.45),120 (79-1-40 66.25%),49 (0.41)
40,"Payne, Jack",24y 216d,59 (36-1-22 61.86%),2 (0.03),←,
16,"Rayner, Cam",24y 210d,123 (73-1-49 59.76%),112 (0.91),←,
38,"Reville, Bruce",23y 86d,3 (2-1-0 83.33%),1 (0.33),←,
22,"Sharp, Harry",21y 153d,13 (9-1-3 73.08%),4 (0.31),←,
44,"Wilmot, Darcy",20y 139d,39 (25-1-13 65.38%),6 (0.15),←,
15,"Zorko, Dayne",35y 99d,260 (120-1-139 46.35%),231 (0.89),←,
Totals,Totals,25y 336d,2639 (1434-25-1180 54.34%),1903 (0.72),,
C,"Fagan, Chris",62y 330d,172 (96-1-75 56.10%),,←,
