Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 78d,190 (122-0-68 64.21%),109 (0.57),←,
12,"Blakey, John",34y 321d,335 (181-0-154 54.03%),107 (0.32),200 (129-0-71 64.50%),69 (0.34)
22,"Burton, Matthew",31y 22d,103 (40-0-63 38.83%),45 (0.44),33 (18-0-15 54.55%),13 (0.39)
23,"Clayton, Shane",22y 229d,77 (41-0-36 53.25%),27 (0.35),59 (39-0-20 66.10%),26 (0.44)
45,"Cochrane, Stuart",22y 325d,23 (11-0-12 47.83%),4 (0.17),←,
2,"Colbert, Leigh",26y 3d,129 (75-1-53 58.53%),61 (0.47),24 (13-0-11 54.17%),11 (0.46)
6,"Grant, Shannon",24y 52d,142 (89-1-52 63.03%),161 (1.13),84 (57-0-27 67.86%),123 (1.46)
29,"Harvey, Brent",23y 27d,98 (66-0-32 67.35%),108 (1.10),←,
21,"Jones, Corey",20y 104d,7 (4-0-3 57.14%),4 (0.57),←,
34,"King, David",29y 95d,167 (110-0-57 65.87%),82 (0.49),←,
4,"Martyn, Mick",32y 283d,265 (158-1-106 59.81%),15 (0.06),←,
5,"McCartney, Jason",27y 88d,156 (88-0-68 56.41%),53 (0.34),81 (54-0-27 66.67%),5 (0.06)
31,"McKernan, Corey",27y 173d,171 (115-0-56 67.25%),215 (1.26),←,
8,"McLaren, Joe",23y 181d,63 (25-1-37 40.48%),37 (0.59),6 (4-0-2 66.67%),4 (0.67)
44,"Motlop, Shannon",22y 296d,31 (21-0-10 67.74%),21 (0.68),←,
20,"Petrie, Drew",18y 238d,6 (3-0-3 50.00%),,←,
28,"Pickett, Byron",23y 303d,87 (58-0-29 66.67%),18 (0.21),←,
3,"Rawlings, Brady",20y,28 (21-0-7 75.00%),8 (0.29),←,
26,"Rocca, Saverio",27y 202d,166 (74-2-90 45.18%),535 (3.22),10 (4-0-6 40.00%),21 (2.10)
7,"Simpson, Adam",25y 114d,126 (87-0-39 69.05%),41 (0.33),←,
10,"Stevens, Anthony",29y 343d,229 (141-0-88 61.57%),102 (0.45),←,
36,"Watt, Shannon",20y 196d,14 (8-0-6 57.14%),2 (0.14),←,
Totals,Totals,25y 200d,2613 (1538-6-1069 58.86%),1755 (0.67),,
C,"Pagan, Denis",53y 259d,206 (134-0-72 65.05%),,←,
