St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",18y 352d,3 (0-0-3 0.00%),,←,
43,"Attard, Jayden",21y 96d,15 (5-0-10 33.33%),1 (0.07),10 (4-0-6 40.00%),
10,"Baker, Steven",27y 12d,142 (65-1-76 46.13%),30 (0.21),←,
14,"Ball, Luke",23y 9d,94 (56-0-38 59.57%),44 (0.47),←,
22,"Birss, Shane",24y 84d,56 (18-2-36 33.93%),22 (0.39),5 (1-0-4 20.00%),2 (0.40)
27,"Blake, Jason",26y 80d,101 (48-1-52 48.02%),24 (0.24),←,
16,"Clarke, Raphael",21y 252d,23 (14-0-9 60.87%),3 (0.13),←,
26,"Dal Santo, Nick",23y 101d,108 (58-1-49 54.17%),54 (0.50),←,
17,"Fiora, Aaron",26y 45d,118 (53-0-65 44.92%),49 (0.42),40 (20-0-20 50.00%),24 (0.60)
6,"Fisher, Leigh",23y 45d,35 (23-0-12 65.71%),3 (0.09),←,
25,"Fisher, Sam",24y 328d,59 (36-0-23 61.02%),4 (0.07),←,
9,"Gehrig, Fraser",31y 92d,244 (128-1-115 52.66%),501 (2.05),129 (65-0-64 50.39%),342 (2.65)
19,"Gilbert, Sam",20y 288d,8 (3-0-5 37.50%),3 (0.38),←,
1,"Gram, Jason",23y 37d,40 (22-0-18 55.00%),14 (0.35),38 (21-0-17 55.26%),14 (0.37)
33,"Gwilt, James",20y 296d,11 (5-0-6 45.45%),2 (0.18),←,
7,"Hayes, Lenny",27y 140d,156 (66-2-88 42.95%),58 (0.37),←,
8,"Hudghton, Max",30y 274d,196 (87-2-107 44.90%),14 (0.07),←,
23,"Koschitzke, Justin",24y 256d,88 (43-0-45 48.86%),76 (0.86),←,
44,"Milne, Stephen",27y 87d,129 (60-1-68 46.90%),254 (1.97),←,
11,"Montagna, Leigh",23y 213d,61 (36-0-25 59.02%),43 (0.70),←,
12,"Riewoldt, Nick",24y 229d,122 (59-1-62 48.77%),228 (1.87),←,
29,"Rix, Michael",26y 146d,20 (12-0-8 60.00%),2 (0.10),←,
Totals,Totals,24y 207d,1829 (897-12-920 49.04%),1429 (0.78),,
C,"Lyon, Ross",40y 207d,10 (4-0-6 40.00%),,←,
