Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
17,"Chick, Daniel",23y 123d,72 (30-2-40 43.06%),86 (1.19),←,
23,"Collica, Michael",21y 339d,11 (4-1-6 40.91%),1 (0.09),←,
9,"Crawford, Shane",24y 277d,125 (58-2-65 47.20%),89 (0.71),←,
24,"Croad, Trent",19y 96d,28 (11-1-16 41.07%),11 (0.39),←,
28,"Dennis, Matthew",21y 122d,4 (1-1-2 37.50%),,←,
19,"Dixon, Ben",21y 364d,40 (18-1-21 46.25%),53 (1.33),←,
34,"Graham, Mark",26y 92d,110 (47-2-61 43.64%),36 (0.33),←,
5,"Harford, Daniel",22y 86d,85 (34-1-50 40.59%),34 (0.40),←,
3,"Hay, Jonathan",19y 304d,32 (9-1-22 29.69%),3 (0.09),←,
2,"Holland, Nick",24y 319d,88 (35-2-51 40.91%),111 (1.26),←,
14,"Krummel, Brendan",26y 354d,69 (30-1-38 44.20%),48 (0.70),59 (24-1-34 41.53%),45 (0.76)
37,"Lekkas, Angelo",22y 349d,58 (21-1-36 37.07%),11 (0.19),←,
15,"Lord, Aaron",23y 327d,86 (42-2-42 50.00%),89 (1.03),54 (19-1-34 36.11%),70 (1.30)
7,"McCabe, Luke",22y 307d,61 (26-1-34 43.44%),4 (0.07),←,
10,"Robran, Jonathon",26y 235d,67 (27-1-39 41.04%),5 (0.07),←,
32,"Rock, Anthony",28y 257d,183 (110-1-72 60.38%),140 (0.77),5 (2-1-2 50.00%),2 (0.40)
4,"Salmon, Paul",34y 144d,279 (151-4-124 54.84%),540 (1.94),70 (28-2-40 41.43%),31 (0.44)
11,"Smith, Joel",22y 41d,66 (32-1-33 49.24%),54 (0.82),8 (3-1-4 43.75%),3 (0.38)
6,"Taylor, Richard",25y 334d,85 (35-2-48 42.35%),36 (0.42),←,
16,"Thompson, Nathan",21y 119d,9 (4-1-4 50.00%),3 (0.33),←,
21,"Vandenberg, Richard",22y 150d,9 (2-1-6 27.78%),2 (0.22),←,
30,"Woods, Tony",29y 346d,124 (51-2-71 41.94%),26 (0.21),93 (35-2-56 38.71%),16 (0.17)
Totals,Totals,24y 98d,1691 (778-32-881 46.01%),1382 (0.82),,
C,"Judge, Ken",41y 149d,78 (31-2-45 41.03%),,←,
