Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Bizzell, Clint",3.0,2.0,,3,,1.0,,2.0,,2.0,,,,,,1.0,2,1.0,1.0,,,,
8,"Burns, Ronnie",11.0,4.0,7.0,18,5.0,4.0,,,,1.0,2.0,2.0,,1.0,2.0,12.0,5,1.0,2.0,1.0,,,
14,"Clarke, David",4.0,,1.0,5,,,,2.0,,2.0,,1.0,1.0,2.0,,5.0,1,,,,,,
11,"Corey, Joel",13.0,3.0,4.0,17,,1.0,,4.0,2.0,3.0,3.0,2.0,1.0,,,7.0,9,,,,,,
44,"Enright, Corey",5.0,1.0,4.0,9,,,,2.0,2.0,2.0,1.0,,,,,2.0,7,,,1.0,2.0,,
7,"Graham, Ben",7.0,3.0,3.0,10,,,,,2.0,3.0,1.0,,3.0,1.0,,6.0,3,3.0,,1.0,,,
37,"Harley, Tom",5.0,2.0,3.0,8,,,,1.0,3.0,,1.0,,1.0,1.0,,3.0,5,,,2.0,,,
32,"Hocking, Garry",10.0,2.0,7.0,17,,1.0,,3.0,1.0,3.0,3.0,1.0,1.0,1.0,,8.0,9,,,,,,
3,"Houlihan, Adam",5.0,2.0,7.0,12,1.0,,,2.0,1.0,2.0,,1.0,,1.0,,7.0,5,,,,,,
13,"Kilpatrick, Glenn",14.0,6.0,5.0,19,1.0,,,3.0,3.0,4.0,4.0,2.0,,2.0,,10.0,11,1.0,1.0,5.0,2.0,,
1,"King, Steven",20.0,6.0,6.0,26,,,13.0,5.0,1.0,9.0,1.0,6.0,1.0,1.0,,11.0,13,2.0,,2.0,,,
31,"Mensch, David",8.0,8.0,5.0,13,3.0,1.0,1.0,,,1.0,1.0,3.0,2.0,3.0,,8.0,6,2.0,3.0,8.0,,,
39,"Milburn, Darren",11.0,5.0,12.0,23,1.0,,,3.0,3.0,,4.0,,5.0,,,9.0,12,,1.0,3.0,,,
16,"Mooney, Jason",8.0,5.0,4.0,12,2.0,1.0,,1.0,,2.0,1.0,,,,,6.0,6,2.0,3.0,,,,
15,"Riccardi, Peter",13.0,2.0,9.0,22,1.0,1.0,,4.0,1.0,6.0,8.0,2.0,,,,10.0,11,,,3.0,,,
27,"Sanderson, Brenton",15.0,4.0,4.0,19,,,,,7.0,3.0,4.0,4.0,1.0,1.0,,9.0,10,,,3.0,,,
30,"Scarlett, Matthew",6.0,3.0,4.0,10,,1.0,,3.0,1.0,1.0,,1.0,1.0,,,4.0,3,2.0,,2.0,,,
12,"Sholl, Brad",8.0,2.0,2.0,10,,,,1.0,1.0,1.0,,,,1.0,,4.0,5,,,,,,
4,"Snell, Jason",7.0,3.0,6.0,13,1.0,,,5.0,1.0,4.0,1.0,1.0,,2.0,,7.0,6,,,2.0,1.0,,
6,"Spriggs, David",14.0,,7.0,21,,1.0,,1.0,1.0,6.0,5.0,4.0,2.0,2.0,1.0,7.0,16,,,3.0,,,
36,"Street, Peter",,,1.0,1,,,9.0,2.0,,,,1.0,,,,,1,,,,,,
19,"White, Mitchell",6.0,3.0,3.0,9,2.0,1.0,2.0,3.0,,1.0,,1.0,1.0,,,3.0,6,,2.0,1.0,,,
Totals,Totals,193.0,66.0,104.0,297,17.0,13.0,25.0,47.0,30.0,56.0,40.0,32.0,20.0,19.0,3.0,139.0,152,14.0,13.0,37.0,5.0,,
Opposition,Opposition,195.0,72.0,92.0,287,13.0,8.0,42.0,31.0,33.0,49.0,32.0,26.0,19.0,20.0,3.0,141.0,141,13.0,11.0,35.0,2.0,,
