Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bain, David",14,1.0,6,20,,,,1.0,,,,,5.0,1.0,,,,,,,,,
25,"Campbell, Matthew",9,1.0,9,18,,,,3.0,,,,,2.0,2.0,,,,,,,,,
1,"Champion, Richard",7,1.0,3,10,,1.0,2.0,2.0,,,,,2.0,5.0,,,,,,,,,
12,"Clarke, Troy",9,,9,18,1.0,,,,,,,,1.0,4.0,,,,,,,,,
4,"Gastev, John",10,4.0,9,19,,,,5.0,,,,,1.0,4.0,,,,,,,,,
14,"Hamilton, Shane",11,3.0,5,16,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",11,4.0,2,13,,,1.0,2.0,,,,,,2.0,,,,,,,,,
42,"Kerinaiua, Adam",3,,4,7,1.0,,,1.0,,,,,2.0,,,,,,,,,,
17,"Leslie, Martin",11,4.0,6,17,,,,4.0,,,,,2.0,1.0,,,,,,,,,
24,"Merrett, Roger",6,4.0,7,13,2.0,,3.0,2.0,,,,,2.0,2.0,,,,,,,,,
26,"Noonan, Danny",18,4.0,5,23,,,,,,,,,1.0,1.0,,,,,,,,,
5,"Owen, Rod",4,1.0,2,6,1.0,1.0,,,,,,,,2.0,,,,,,,,,
44,"Palfreyman, Nigel",3,,4,7,,,,,,,,,1.0,,,,,,,,,,
13,"Potter, Craig",14,1.0,3,17,,,,5.0,,,,,1.0,3.0,,,,,,,,,
27,"Rendell, Matthew",7,,2,9,,,13.0,1.0,,,,,1.0,,,,,,,,,,
23,"Schache, Laurence",2,1.0,2,4,2.0,,,1.0,,,,,,,,,,,,,,,
56,"Voss, Michael",13,4.0,10,23,,,,5.0,,,,,2.0,,,,,,,,,,
33,"White, Darryl",10,4.0,9,19,1.0,,6.0,4.0,,,,,2.0,1.0,,,,,,,,,
18,"Worsfold, Peter",8,2.0,4,12,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,
21,"Zanotti, Mark",4,1.0,2,6,,,,,,,,,1.0,,,,,,,,,,
Totals,Totals,174,40.0,103,277,9.0,4.0,25.0,39.0,,,,,27.0,30.0,,,,,,,,,
Opposition,Opposition,218,58.0,107,325,23.0,13.0,26.0,24.0,,,,,31.0,27.0,6.0,,,,,,,,
