Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",30y 227d,162 (94-0-68 58.02%),5 (0.03),98 (65-0-33 66.33%),
32,"Atkins, Rory",30y 282d,139 (76-1-62 55.04%),52 (0.37),1 (1-0-0 100.00%),
14,"Bergman, Miles",23y 184d,89 (57-0-32 64.04%),21 (0.24),←,
10,"Boak, Travis",36y 262d,376 (200-1-175 53.32%),211 (0.56),←,
7,"Burgoyne, Jase",21y 279d,42 (22-0-20 52.38%),9 (0.21),←,
9,"Butters, Zak",24y 224d,122 (76-0-46 62.30%),67 (0.55),←,
33,"Byrne-Jones, Darcy",29y 212d,204 (122-0-82 59.80%),58 (0.28),←,
37,"Cochrane, Tom",19y 83d,3 (2-0-1 66.67%),2 (0.67),←,
28,"Drew, Willem",26y 201d,113 (70-0-43 61.95%),21 (0.19),←,
6,"Farrell, Kane",26y 34d,99 (62-0-37 62.63%),47 (0.47),←,
19,"Georgiades, Mitch",23y 204d,75 (47-0-28 62.67%),124 (1.65),←,
18,"Horne-Francis, Jason",21y 303d,71 (38-0-33 53.52%),53 (0.75),54 (36-0-18 66.67%),49 (0.91)
34,"Jones, Lachie",23y 11d,61 (36-0-25 59.02%),6 (0.10),←,
30,"Lord, Ollie",23y 108d,22 (14-0-8 63.64%),26 (1.18),←,
44,"Mead, Jackson",23y 202d,50 (29-0-21 58.00%),11 (0.22),←,
31,"Moraes, Christian",18y 163d,5 (3-0-2 60.00%),,←,
2,"Powell-Pepper, Sam",27y 102d,148 (91-0-57 61.49%),114 (0.77),←,
27,"Ratugolea, Esava",26y 270d,102 (66-1-35 65.20%),42 (0.41),27 (17-0-10 62.96%),4 (0.15)
15,"Rioli, Willie",29y 320d,96 (62-0-34 64.58%),134 (1.40),45 (31-0-14 68.89%),74 (1.64)
1,"Rozee, Connor",25y 88d,135 (84-0-51 62.22%),118 (0.87),←,
8,"Sinn, Josh",22y 103d,16 (10-0-6 62.50%),1 (0.06),←,
24,"Sweet, Jordon",27y 77d,34 (23-0-11 67.65%),7 (0.21),23 (14-0-9 60.87%),5 (0.22)
16,"Wines, Ollie",30y 195d,259 (154-0-105 59.46%),102 (0.39),←,
Totals,Totals,25y 275d,2423 (1438-3-982 59.35%),1231 (0.51),,
C,"Hinkley, Ken",58y 202d,280 (168-0-112 60.00%),,←,
