Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 48d,206 (127-0-79 61.65%),118 (0.57),←,
38,"Baird, John",21y 334d,7 (3-0-4 42.86%),,←,
22,"Burton, Matthew",31y 357d,121 (47-0-74 38.84%),53 (0.44),51 (25-0-26 49.02%),21 (0.41)
23,"Clayton, Shane",23y 199d,94 (48-0-46 51.06%),42 (0.45),76 (46-0-30 60.53%),41 (0.54)
45,"Cochrane, Stuart",23y 295d,40 (18-0-22 45.00%),8 (0.20),←,
2,"Colbert, Leigh",26y 338d,140 (80-1-59 57.50%),62 (0.44),35 (18-0-17 51.43%),12 (0.34)
6,"Grant, Shannon",25y 22d,159 (96-1-62 60.69%),179 (1.13),101 (64-0-37 63.37%),141 (1.40)
39,"Harding, Leigh",21y 15d,8 (3-0-5 37.50%),8 (1.00),←,
29,"Harvey, Brent",23y 362d,116 (73-0-43 62.93%),127 (1.09),←,
34,"King, David",30y 65d,183 (117-0-66 63.93%),94 (0.51),←,
35,"Makepeace, Troy",23y 66d,46 (23-0-23 50.00%),12 (0.26),←,
5,"McCartney, Jason",28y 58d,174 (95-0-79 54.60%),59 (0.34),99 (61-0-38 61.62%),11 (0.11)
32,"Morrell, Digby",22y 213d,10 (4-0-6 40.00%),9 (0.90),←,
19,"Motlop, Daniel",20y 56d,4 (0-0-4 0.00%),1 (0.25),←,
44,"Motlop, Shannon",23y 266d,49 (28-0-21 57.14%),27 (0.55),←,
28,"Pickett, Byron",24y 273d,105 (65-0-40 61.90%),55 (0.52),←,
17,"Porter, Mark",25y 212d,62 (31-0-31 50.00%),14 (0.23),7 (3-0-4 42.86%),1 (0.14)
30,"Robbins, Ben",25y 135d,59 (28-2-29 49.15%),16 (0.27),7 (3-0-4 42.86%),2 (0.29)
26,"Rocca, Saverio",28y 172d,184 (81-2-101 44.57%),578 (3.14),28 (11-0-17 39.29%),64 (2.29)
7,"Simpson, Adam",26y 84d,143 (93-0-50 65.03%),47 (0.33),←,
10,"Stevens, Anthony",30y 313d,240 (147-0-93 61.25%),104 (0.43),←,
36,"Watt, Shannon",21y 166d,24 (13-0-11 54.17%),4 (0.17),←,
Totals,Totals,25y 134d,2174 (1220-6-948 56.12%),1617 (0.74),,
C,"Pagan, Denis",54y 229d,224 (141-0-83 62.95%),,←,
