Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
19,"Allison, Jacob",20y 20d,8 (1-0-7 12.50%),1 (0.13),←,
31,"Andrews, Harris",21y 146d,65 (12-0-53 18.46%),8 (0.12),←,
33,"Bailey, Zac",18y 225d,4 (0-0-4 0.00%),2 (0.50),←,
9,"Beams, Dayne",28y 83d,153 (82-2-69 54.25%),152 (0.99),43 (6-0-37 13.95%),34 (0.79)
13,"Berry, Jarrod",20y 90d,23 (3-0-20 13.04%),11 (0.48),←,
23,"Cameron, Charlie",23y 305d,80 (47-1-32 59.38%),99 (1.24),7 (0-0-7 0.00%),12 (1.71)
3,"Christensen, Allen",26y 352d,105 (54-0-51 51.43%),87 (0.83),40 (5-0-35 12.50%),31 (0.77)
26,"Cutler, Tom",23y 75d,50 (11-0-39 22.00%),21 (0.42),←,
41,"Eagles, Matt",28y 86d,1 (0-0-1 0.00%),,←,
27,"Gardiner, Darcy",22y 226d,69 (16-0-53 23.19%),4 (0.06),←,
30,"Hipwood, Eric",20y 235d,37 (7-0-30 18.92%),50 (1.35),←,
2,"Hodge, Luke",33y 325d,311 (180-2-129 58.20%),193 (0.62),6 (0-0-6 0.00%),
12,"Martin, Stefan",31y 170d,143 (32-1-110 22.73%),39 (0.27),86 (18-0-68 20.93%),16 (0.19)
6,"McCluggage, Hugh",20y 64d,25 (4-0-21 16.00%),11 (0.44),←,
46,"McInerney, Oscar",23y 300d,2 (0-0-2 0.00%),1 (0.50),←,
25,"McStay, Daniel",22y 316d,65 (13-0-52 20.00%),35 (0.54),←,
16,"Rayner, Cam",18y 197d,7 (0-0-7 0.00%),4 (0.57),←,
10,"Rich, Daniel",27y 333d,168 (52-1-115 31.25%),101 (0.60),←,
5,"Robinson, Mitch",28y 333d,155 (59-1-95 38.39%),82 (0.53),55 (8-0-47 14.55%),24 (0.44)
28,"Taylor, Lewis",23y 78d,92 (18-0-74 19.57%),70 (0.76),←,
29,"Witherden, Alex",19y 238d,16 (2-0-14 12.50%),2 (0.13),←,
15,"Zorko, Dayne",29y 86d,129 (37-0-92 28.68%),144 (1.12),←,
Totals,Totals,24y 95d,1708 (630-8-1070 36.89%),1117 (0.65),,
C,"Fagan, Chris",56y 317d,29 (5-0-24 17.24%),,←,
