North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",23y 93d,22 (12-0-10 54.55%),7 (0.32),12 (5-0-7 41.67%),3 (0.25)
18,"Atley, Shaun",24y 235d,139 (75-0-64 53.96%),19 (0.14),←,
50,"Brown, Ben",24y 167d,62 (38-0-24 61.29%),110 (1.77),←,
13,"Clarke, Ryan",19y 323d,8 (3-0-5 37.50%),2 (0.25),←,
10,"Cunnington, Ben",25y 310d,151 (82-0-69 54.30%),61 (0.40),←,
14,"Dumont, Trent",21y 310d,27 (8-0-19 29.63%),12 (0.44),←,
43,"Gibson, Sam",30y 344d,115 (65-0-50 56.52%),48 (0.42),←,
22,"Goldstein, Todd",28y 309d,177 (94-1-82 53.39%),96 (0.54),←,
6,"Hansen, Lachlan",28y 262d,145 (71-1-73 49.31%),77 (0.53),←,
4,"Higgins, Shaun",29y 63d,168 (82-1-85 49.11%),184 (1.10),39 (24-0-15 61.54%),56 (1.44)
8,"Hrovat, Nathan",22y 333d,37 (16-0-21 43.24%),19 (0.51),7 (2-0-5 28.57%),5 (0.71)
34,"Macmillan, Jamie",25y 225d,111 (59-0-52 53.15%),42 (0.38),←,
11,"McDonald, Luke",22y 86d,59 (35-0-24 59.32%),6 (0.10),←,
25,"Tarrant, Robbie",28y 11d,91 (46-0-45 50.55%),42 (0.46),←,
16,"Thompson, Scott",30y 362d,185 (92-2-91 50.27%),6 (0.03),←,
28,"Turner, Kayne",21y 126d,28 (16-0-12 57.14%),26 (0.93),←,
33,"Vickers-Willis, Ed",21y 39d,3 (2-0-1 66.67%),,←,
41,"Wagner, Corey",20y 44d,5 (1-0-4 20.00%),,←,
30,"Waite, Jarrad",34y 91d,223 (93-4-126 42.60%),330 (1.48),39 (27-0-12 69.23%),78 (2.00)
2,"Williams, Marley",23y 288d,75 (38-0-37 50.67%),8 (0.11),7 (2-0-5 28.57%),2 (0.29)
32,"Wood, Mason",23y 235d,19 (10-0-9 52.63%),19 (1.00),←,
7,"Ziebell, Jack",26y 67d,154 (77-0-77 50.00%),94 (0.61),←,
Totals,Totals,25y 130d,2004 (1015-9-980 50.65%),1208 (0.60),,
C,"Scott, Brad",41y 3d,164 (87-0-77 53.05%),,←,
