Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",11,5,2,13,,1.0,,3.0,2.0,3.0,,2.0,,,,2.0,10.0,,,3.0,2.0,,81.0
44 ↓,"Buckley, Jack",,,,,,,,,,,,,,,,,,,,,,,4.0
13,"Cumming, Isaac",9,2,7,16,,,,5.0,7.0,,1.0,1.0,1.0,,,5.0,8.0,,,4.0,,,82.0
16,"Daniels, Brent",4,2,6,10,,1.0,,3.0,,1.0,,2.0,1.0,1.0,,3.0,8.0,,1.0,1.0,1.0,,75.0
1,"Davis, Phil",7,7,5,12,,,,3.0,3.0,1.0,,3.0,3.0,1.0,,7.0,6.0,2.0,,6.0,,,89.0
31,"Finlayson, Jeremy",7,2,,7,,1.0,,1.0,,2.0,,2.0,1.0,1.0,,5.0,3.0,,1.0,2.0,,1.0,81.0
30,"Flynn, Matt",1,,6,7,,,6.0,1.0,,,3.0,2.0,1.0,2.0,,7.0,1.0,,,5.0,,,75.0
4,"Greene, Toby",7,2,,7,3,,,,,2.0,3.0,2.0,1.0,1.0,,4.0,2.0,2.0,1.0,2.0,,,88.0
12,"Green, Tom",9,6,16,25,,,,3.0,1.0,4.0,3.0,2.0,1.0,,,11.0,15.0,,,,,,73.0
19,"Haynes, Nick",10,9,6,16,,,,1.0,4.0,1.0,,3.0,,2.0,,4.0,14.0,,,11.0,,,90.0
37,"Hill, Bobby",5,1,8,13,,,,3.0,,3.0,,,1.0,,,3.0,7.0,,,,,2.0,77.0
27,"Himmelberg, Harry",9,4,7,16,1,1.0,,1.0,,2.0,,1.0,1.0,,,6.0,8.0,2.0,1.0,2.0,,1.0,91.0
2,"Hopper, Jacob",15,3,6,21,,1.0,,2.0,1.0,5.0,7.0,5.0,1.0,2.0,,8.0,13.0,,,1.0,,,78.0
39,"Idun, Connor",3,2,2,5,,,,1.0,3.0,,,3.0,1.0,2.0,,2.0,4.0,,,4.0,,,89.0
22,"Kelly, Josh",18,2,11,29,1,1.0,,7.0,3.0,8.0,4.0,4.0,,1.0,3.0,10.0,19.0,,,4.0,,,82.0
40,"Kennedy, Adam",13,9,5,18,,,,2.0,4.0,2.0,2.0,4.0,,1.0,,6.0,13.0,1.0,,4.0,1.0,,83.0
38,"Lloyd, Daniel",11,4,4,15,,,,6.0,,3.0,,2.0,,2.0,,3.0,12.0,,,1.0,,1.0,82.0
41,"Mumford, Shane",3,2,7,10,,,26.0,5.0,4.0,1.0,4.0,,3.0,,,4.0,6.0,,,7.0,,1.0,77.0
36,"Perryman, Harry",15,3,8,23,,,,1.0,6.0,1.0,1.0,1.0,1.0,,,9.0,10.0,1.0,,,,1.0,86.0
50 ↑,"Reid, Sam",2,,7,9,1,,,1.0,1.0,1.0,,1.0,,1.0,,3.0,6.0,,,2.0,,,81.0
14,"Taranto, Tim",18,6,10,28,1,,,4.0,3.0,10.0,4.0,5.0,1.0,,1.0,11.0,16.0,,1.0,,,,82.0
8,"Ward, Callan",18,7,6,24,1,1.0,,4.0,4.0,2.0,4.0,2.0,2.0,,,11.0,12.0,1.0,1.0,,,,73.0
6,"Whitfield, Lachie",14,6,6,20,1,,,3.0,1.0,3.0,3.0,5.0,1.0,2.0,,7.0,14.0,,,1.0,,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,84,135,344,9,10.0,32.0,60.0,47.0,55.0,39.0,52.0,21.0,19.0,4.0,131.0,207.0,9.0,6.0,60.0,4.0,8.0,
Opposition,Opposition,227,115,151,378,7,13.0,29.0,63.0,45.0,56.0,25.0,60.0,19.0,21.0,2.0,138.0,237.0,20.0,10.0,47.0,7.0,6.0,
