Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
9,"Acres, Blake",26y 227d,109 (46-1-62 42.66%),35 (0.32),34 (17-0-17 50.00%),6 (0.18)
11,"Aish, James",26y 195d,129 (55-0-74 42.64%),24 (0.19),47 (22-0-25 46.81%),1 (0.02)
41,"Banfield, Bailey",24y 85d,48 (21-0-27 43.75%),19 (0.40),←,
8,"Brayshaw, Andrew",22y 195d,86 (37-0-49 43.02%),24 (0.28),←,
17,"Brodie, Will",23y 272d,35 (10-0-25 28.57%),5 (0.14),10 (7-0-3 70.00%),2 (0.20)
27,"Chapman, Heath",20y 111d,14 (9-0-5 64.29%),1 (0.07),←,
6,"Clark, Jordan",21y 218d,42 (28-0-14 66.67%),17 (0.40),10 (7-0-3 70.00%),2 (0.20)
33,"Colyer, Travis",30y 271d,137 (66-1-70 48.54%),82 (0.60),50 (23-0-27 46.00%),28 (0.56)
36,"Cox, Brennan",23y 282d,68 (28-0-40 41.18%),28 (0.41),←,
4,"Darcy, Sean",23y 344d,69 (28-0-41 40.58%),30 (0.43),←,
28,"Erasmus, Neil",18y 171d,5 (3-0-2 60.00%),1 (0.20),←,
32,"Frederick, Michael",22y 5d,26 (15-0-11 57.69%),19 (0.73),←,
37,"Lobb, Rory",29y 102d,128 (68-2-58 53.91%),121 (0.95),54 (26-0-28 48.15%),57 (1.06)
2,"Logue, Griffin",24y 39d,51 (20-0-31 39.22%),1 (0.02),←,
16,"Mundy, David",36y 306d,362 (183-1-178 50.69%),158 (0.44),←,
25,"Pearce, Alex",26y 347d,72 (32-0-40 44.44%),3 (0.04),←,
13,"Ryan, Luke",26y 105d,95 (42-0-53 44.21%),3 (0.03),←,
5,"Schultz, Lachie",24y 173d,53 (24-0-29 45.28%),50 (0.94),←,
3,"Serong, Caleb",21y 102d,44 (22-0-22 50.00%),10 (0.23),←,
39,"Switkowski, Sam",25y 183d,41 (20-0-21 48.78%),27 (0.66),←,
20,"Taberner, Matthew",28y 339d,108 (52-0-56 48.15%),153 (1.42),←,
10,"Walters, Michael",31y 135d,190 (94-1-95 49.74%),297 (1.56),←,
26,"Young, Hayden",21y 41d,21 (10-0-11 47.62%),1 (0.05),←,
Totals,Totals,25y 89d,1933 (913-6-1014 47.23%),1109 (0.57),,
C,"Longmuir, Justin",41y 121d,47 (22-0-25 46.81%),,←,
