St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
36,"Allen, Jarryd",20y 158d,1 (1-0-0 100.00%),,←,
20,"Armitage, David",20y 4d,10 (4-0-6 40.00%),6 (0.60),←,
14,"Ball, Luke",24y 26d,117 (68-0-49 58.12%),53 (0.45),←,
27,"Blake, Jason",27y 97d,124 (59-2-63 48.39%),29 (0.23),←,
24,"Dempster, Sean",24y 152d,64 (39-0-25 60.94%),10 (0.16),10 (4-0-6 40.00%),2 (0.20)
40,"Eddy, Robert",20y 165d,1 (1-0-0 100.00%),,←,
25,"Fisher, Sam",25y 346d,84 (49-1-34 58.93%),5 (0.06),←,
28,"Gardiner, Charlie",25y 111d,58 (35-0-23 60.34%),32 (0.55),7 (4-0-3 57.14%),7 (1.00)
42,"Geary, Jarryn",19y 363d,8 (4-0-4 50.00%),,←,
19,"Gilbert, Sam",21y 306d,27 (14-1-12 53.70%),10 (0.37),←,
18,"Goddard, Brendon",23y 31d,101 (59-0-42 58.42%),34 (0.34),←,
1,"Gram, Jason",24y 54d,65 (35-1-29 54.62%),28 (0.43),63 (34-1-28 54.76%),28 (0.44)
33,"Gwilt, James",21y 314d,16 (7-0-9 43.75%),3 (0.19),←,
35,"Harvey, Robert",36y 304d,371 (186-4-181 50.67%),211 (0.57),←,
7,"Hayes, Lenny",28y 158d,181 (79-3-99 44.48%),65 (0.36),←,
8,"Hudghton, Max",31y 292d,216 (97-3-116 45.60%),14 (0.06),←,
38,"Jones, Clinton",24y 139d,14 (8-1-5 60.71%),4 (0.29),←,
2,"King, Steven",29y 211d,203 (104-2-97 51.72%),78 (0.38),10 (5-0-5 50.00%),3 (0.30)
5,"McEvoy, Ben",18y 345d,1 (1-0-0 100.00%),,←,
32,"McQualter, Andrew",22y 11d,25 (12-0-13 48.00%),5 (0.20),←,
11,"Montagna, Leigh",24y 231d,86 (49-1-36 57.56%),56 (0.65),←,
12,"Riewoldt, Nick",25y 247d,146 (72-2-72 50.00%),279 (1.91),←,
Totals,Totals,24y 218d,1919 (983-21-915 51.22%),922 (0.48),,
C,"Lyon, Ross",41y 225d,35 (17-1-17 50.00%),,←,
