Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",23y 157d,73 (38-0-35 52.05%),30 (0.41),←,
12,"Anstey, Jacob",20y 187d,15 (7-0-8 46.67%),5 (0.33),←,
29,"Beaumont, Simon",22y 232d,29 (16-0-13 55.17%),17 (0.59),←,
21,"Bradley, Craig",34y 283d,282 (171-2-109 60.99%),201 (0.71),←,
20,"Brown, Fraser",27y 349d,144 (82-1-61 57.29%),86 (0.60),←,
16,"Camporeale, Scott",22y 356d,77 (47-0-30 61.04%),56 (0.73),←,
34,"De Iulio, Ron",26y 109d,87 (49-0-38 56.32%),66 (0.76),←,
33,"Hogg, Matthew",29y 224d,163 (85-3-75 53.07%),40 (0.25),104 (61-1-42 59.13%),36 (0.35)
27,"Hulme, Darren",21y 23d,23 (6-0-17 26.09%),6 (0.26),←,
26,"Hynes, John",19y 160d,1 (0-0-1 0.00%),,←,
43,"Koutoufides, Anthony",25y 196d,125 (73-1-51 58.80%),93 (0.74),←,
17,"Lock, Damien",19y 305d,13 (3-0-10 23.08%),,←,
22,"Manton, Glenn",25y 62d,93 (54-0-39 58.06%),31 (0.33),72 (43-0-29 59.72%),27 (0.38)
3,"Massie, Kris",18y 64d,5 (2-0-3 40.00%),3 (0.60),←,
5,"McKay, Andrew",28y 19d,124 (76-1-47 61.69%),20 (0.16),←,
18,"Murphy, Justin",22y 100d,63 (35-0-28 55.56%),65 (1.03),51 (26-0-25 50.98%),56 (1.10)
11,"Porter, Mark",21y 295d,20 (7-0-13 35.00%),4 (0.20),←,
23,"Rice, Dean",30y 138d,171 (76-1-94 44.74%),77 (0.45),55 (31-0-24 56.36%),34 (0.62)
14,"Sexton, Michael",27y 150d,166 (99-1-66 59.94%),18 (0.11),←,
1,"Silvagni, Stephen",31y 63d,244 (155-1-88 63.73%),158 (0.65),←,
30,"White, Adam",22y 205d,21 (10-0-11 47.62%),8 (0.38),←,
8,"Whitnall, Lance",18y 344d,36 (15-0-21 41.67%),57 (1.58),←,
Totals,Totals,24y 199d,1975 (1106-11-858 56.00%),1041 (0.53),,
C,"Parkin, David",55y 324d,463 (272-2-189 58.96%),,300 (185-2-113 62.00%),
