Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
14,"Cameron, Darcy",28y 290d,80 (45-2-33 57.50%),55 (0.69),79 (45-2-32 58.23%),55 (0.70)
46,"Cox, Mason",33y 50d,121 (73-1-47 60.74%),120 (0.99),←,
25,"Crisp, Jack",30y 214d,234 (126-3-105 54.49%),75 (0.32),216 (119-3-94 55.79%),65 (0.30)
7,"Daicos, Josh",25y 159d,111 (65-2-44 59.46%),59 (0.53),←,
35,"Daicos, Nick",21y 121d,55 (39-1-15 71.82%),32 (0.58),←,
5,"Elliott, Jamie",31y 256d,187 (114-3-70 61.76%),280 (1.50),←,
17,"Frampton, Billy",27y 165d,46 (27-1-18 59.78%),19 (0.41),22 (17-1-4 79.55%),7 (0.32)
36,"Harrison, Harvey",20y 175d,6 (4-1-1 75.00%),5 (0.83),←,
23,"Hill, Bobby",24y 84d,73 (42-2-29 58.90%),77 (1.05),32 (25-1-6 79.69%),43 (1.34)
32,"Hoskin-Elliott, Will",30y 244d,211 (105-3-103 50.47%),174 (0.82),159 (93-3-63 59.43%),132 (0.83)
38,"Howe, Jeremy",33y 309d,240 (102-3-135 43.13%),98 (0.41),140 (80-3-57 58.21%),18 (0.13)
1,"Lipinski, Patrick",25y 291d,103 (62-1-40 60.68%),52 (0.50),47 (31-1-15 67.02%),22 (0.47)
37,"Markov, Oleg",27y 361d,78 (41-0-37 52.56%),6 (0.08),27 (19-0-8 70.37%),1 (0.04)
4,"Maynard, Brayden",27y 226d,194 (104-3-87 54.38%),19 (0.10),←,
31,"McCreery, Beau",23y 14d,68 (43-1-24 63.97%),48 (0.71),←,
41,"Mihocek, Brody",31y 89d,134 (81-2-51 61.19%),226 (1.69),←,
30,"Moore, Darcy",28y 99d,158 (84-3-71 54.11%),67 (0.42),←,
9,"Noble, John",27y 39d,98 (58-2-38 60.20%),7 (0.07),←,
10,"Pendlebury, Scott",36y 117d,391 (237-4-150 61.13%),196 (0.50),←,
3,"Quaynor, Isaac",24y 109d,93 (54-1-38 58.60%),3 (0.03),←,
8,"Schultz, Lachie",26y 155d,98 (47-2-49 48.98%),110 (1.12),8 (4-1-3 56.25%),9 (1.13)
22,"Sidebottom, Steele",33y 122d,316 (191-5-120 61.23%),190 (0.60),←,
33,"Sullivan, Lachlan",26y 221d,1 (1-0-0 100.00%),1 (1.00),←,
Totals,Totals,28y 27d,3096 (1745-46-1305 56.36%),1919 (0.62),,
C,"McRae, Craig",50y 224d,59 (42-1-16 72.03%),,←,
