Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Barlow, Kris",9,2,4,13,1,,,,2.0,,,2.0,,,,5.0,8.0,,,1.0,1.0,,
17,"Chick, Daniel",4,,4,8,,1.0,,2.0,,2.0,1.0,,1.0,3.0,,3.0,5.0,,,5.0,,,
23,"Collica, Michael",4,1,3,7,,,,,4.0,,,,,,,2.0,5.0,,,3.0,,,
9,"Crawford, Shane",24,6,17,41,1,1.0,,,4.0,9.0,4.0,3.0,2.0,1.0,3.0,16.0,20.0,,1.0,2.0,5.0,,
24,"Croad, Trent",4,4,6,10,,,,1.0,1.0,,,1.0,1.0,,,5.0,6.0,,,,1.0,,
19,"Dixon, Ben",2,2,1,3,,,,,,,,2.0,,2.0,,2.0,1.0,1.0,,,,,
5,"Harford, Daniel",12,6,5,17,,,1.0,1.0,3.0,2.0,2.0,,1.0,1.0,,2.0,14.0,,,,,,
3,"Hay, Jonathan",5,3,6,11,,,,4.0,3.0,,,2.0,1.0,2.0,,4.0,7.0,,,1.0,,,
2,"Holland, Nick",14,11,4,18,3,2.0,4.0,,,6.0,1.0,2.0,1.0,3.0,1.0,7.0,11.0,5.0,4.0,2.0,,,
37,"Lekkas, Angelo",20,5,2,22,,,5.0,,1.0,7.0,,3.0,,1.0,,3.0,19.0,,,2.0,1.0,,
15,"Lord, Aaron",8,4,5,13,3,1.0,,4.0,,,1.0,3.0,2.0,2.0,,7.0,6.0,1.0,4.0,,,,
7,"McCabe, Luke",13,6,9,22,,,,,5.0,2.0,2.0,5.0,1.0,1.0,,8.0,14.0,,,3.0,,,
20,"Rawlings, Jade",7,9,6,13,,1.0,1.0,,,,,,,,,4.0,9.0,4.0,1.0,,,,
10,"Robran, Jonathon",4,5,7,11,,,6.0,,1.0,1.0,1.0,,,,,3.0,8.0,,,,,,
32,"Rock, Anthony",5,3,7,12,,,,1.0,1.0,3.0,,1.0,,,,4.0,8.0,,,2.0,,,
11,"Smith, Joel",10,3,5,15,2,2.0,,2.0,,5.0,3.0,,3.0,,,11.0,5.0,1.0,1.0,1.0,1.0,,
29,"Tallis, Rayden",8,3,3,11,,,,1.0,1.0,1.0,,1.0,,,,3.0,8.0,,,2.0,,,
6,"Taylor, Richard",13,3,7,20,,,,3.0,5.0,1.0,2.0,,2.0,2.0,,7.0,13.0,,,,2.0,,
16,"Thompson, Nathan",7,5,3,10,2,2.0,12.0,,,1.0,1.0,1.0,,,,3.0,8.0,1.0,3.0,1.0,,,
8,"Treleven, Craig",18,9,15,33,2,1.0,,2.0,1.0,4.0,4.0,2.0,1.0,,,11.0,24.0,,1.0,5.0,1.0,,
22,"Turvey, Nathan",5,1,,5,,,,,1.0,1.0,,1.0,,1.0,,,5.0,,,,,,
30,"Woods, Tony",15,3,5,20,1,,,1.0,1.0,8.0,11.0,1.0,,,2.0,6.0,18.0,,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,94,124,335,15,12.0,29.0,22.0,34.0,53.0,33.0,30.0,16.0,19.0,6.0,116.0,222.0,13.0,15.0,32.0,12.0,,
Opposition,Opposition,209,106,116,325,9,23.0,26.0,22.0,28.0,55.0,25.0,23.0,19.0,17.0,,114.0,211.0,14.0,22.0,22.0,7.0,,
