Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
43,"Barrett, Jake",3,4,4.0,7,1.0,,,4.0,1.0,,,3.0,,2.0,,1.0,6,,2.0,1.0,,,71.0
9,"Beams, Dayne",12,3,14.0,26,,,,5.0,1.0,1.0,4.0,6.0,1.0,3.0,,10.0,17,1.0,,1.0,,,88.0
13,"Berry, Jarrod",11,5,6.0,17,2.0,1.0,,2.0,,1.0,2.0,2.0,1.0,1.0,,7.0,10,,1.0,1.0,,,78.0
3,"Christensen, Allen",8,3,9.0,17,1.0,1.0,,1.0,1.0,3.0,,2.0,2.0,,,6.0,11,,,1.0,,1.0,75.0
20,"Cox, Cedric",1,3,6.0,7,,,,1.0,1.0,,,1.0,,,,,7,,,5.0,,,72.0
26,"Cutler, Tom",14,4,10.0,24,,2.0,,5.0,5.0,7.0,2.0,2.0,1.0,,,10.0,11,,,3.0,3.0,,89.0
27,"Gardiner, Darcy",15,11,6.0,21,,,,3.0,5.0,2.0,,1.0,,1.0,,5.0,16,1.0,,7.0,,,82.0
30,"Hipwood, Eric",5,4,2.0,7,1.0,1.0,,,,2.0,,3.0,1.0,2.0,,4.0,3,1.0,1.0,2.0,,1.0,87.0
35,"Lester, Ryan",10,8,7.0,17,,,,2.0,4.0,1.0,,,,,,4.0,14,,,7.0,,,86.0
12,"Martin, Stefan",7,3,7.0,14,,,39.0,3.0,2.0,2.0,4.0,1.0,2.0,,,11.0,4,2.0,1.0,3.0,,2.0,83.0
36,"Mathieson, Rhys",7,2,7.0,14,,,,1.0,1.0,5.0,5.0,1.0,,,,9.0,6,1.0,,1.0,,1.0,70.0
6,"McCluggage, Hugh",10,1,10.0,20,,,,1.0,2.0,3.0,4.0,3.0,,1.0,,7.0,12,,,,,1.0,82.0
46,"McInerney, Oscar",8,5,3.0,11,2.0,,10.0,2.0,1.0,3.0,,2.0,1.0,,,7.0,1,4.0,2.0,5.0,,1.0,75.0
25,"McStay, Daniel",9,3,,9,2.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,,2.0,6,,,1.0,,1.0,85.0
16,"Rayner, Cam",7,5,7.0,14,2.0,,,1.0,1.0,3.0,1.0,1.0,1.0,,,5.0,9,1.0,2.0,,2.0,,75.0
10,"Rich, Daniel",14,1,3.0,17,,2.0,,2.0,5.0,5.0,2.0,1.0,,1.0,,3.0,12,,,1.0,,,80.0
18,"Robertson, Nick",10,5,8.0,18,,,,1.0,4.0,2.0,1.0,3.0,,1.0,,7.0,13,,,9.0,,,95.0
5,"Robinson, Mitch",7,1,4.0,11,,1.0,,4.0,1.0,3.0,5.0,3.0,,,,5.0,5,,1.0,1.0,,,78.0
28,"Taylor, Lewis",6,4,6.0,12,1.0,,,2.0,,,1.0,1.0,3.0,1.0,,6.0,7,,1.0,,1.0,,82.0
14,"Walker, Josh",8,7,3.0,11,,,,1.0,3.0,,,1.0,,1.0,,5.0,8,2.0,,6.0,1.0,,97.0
29,"Witherden, Alex",26,12,5.0,31,,,,4.0,7.0,3.0,1.0,1.0,1.0,1.0,,6.0,21,,,1.0,,,87.0
15,"Zorko, Dayne",13,5,8.0,21,1.0,2.0,,5.0,1.0,5.0,8.0,3.0,,1.0,,10.0,12,,,2.0,,1.0,84.0
Totals,Totals,211,99,135.0,346,13.0,10.0,49.0,51.0,46.0,52.0,41.0,42.0,16.0,17.0,,130.0,211,13.0,11.0,58.0,7.0,9.0,
Opposition,Opposition,214,83,148.0,362,13.0,15.0,38.0,50.0,36.0,63.0,39.0,49.0,17.0,16.0,6.0,135.0,212,14.0,14.0,35.0,5.0,9.0,
