Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
11,"Bennell, Harley",22y 310d,78 (19-1-58 25.00%),90 (1.15),←,
13,"Boston, Andrew",21y 138d,15 (4-1-10 30.00%),9 (0.60),←,
12,"Day, Sam",22y 336d,74 (22-1-51 30.41%),49 (0.66),←,
23,"Dixon, Charlie",24y 319d,62 (19-1-42 31.45%),88 (1.42),←,
33,"Hall, Aaron",24y 272d,57 (21-1-35 37.72%),53 (0.93),←,
5,"Harbrow, Jarrod",27y 21d,162 (66-2-94 41.36%),48 (0.30),92 (26-1-65 28.80%),27 (0.29)
28,"Kolodjashnij, Kade",19y 364d,36 (10-1-25 29.17%),9 (0.25),←,
40,"Lemmens, Sean",20y 279d,33 (11-1-21 34.85%),6 (0.18),←,
37,"Lonergan, Jesse",20y 267d,27 (7-1-19 27.78%),3 (0.11),←,
19,"Lynch, Tom",22y 281d,76 (21-1-54 28.29%),115 (1.51),←,
7,"Malceski, Nick",30y 358d,188 (118-3-67 63.56%),69 (0.37),12 (2-1-9 20.83%),2 (0.17)
4,"Martin, Jack",20y 191d,19 (6-1-12 34.21%),18 (0.95),←,
32,"Matera, Brandon",23y 150d,70 (20-1-49 29.29%),76 (1.09),←,
17,"May, Steven",23y 210d,67 (21-1-45 32.09%),15 (0.22),←,
18,"McKenzie, Trent",23y 127d,91 (26-0-65 28.57%),20 (0.22),←,
44,"Miller, Touk",19y 167d,18 (3-1-14 19.44%),7 (0.39),←,
22,"Nicholls, Tom",23y 157d,29 (9-1-19 32.76%),5 (0.17),←,
35,"Rischitelli, Michael",29y 212d,195 (70-3-122 36.67%),85 (0.44),84 (21-0-63 25.00%),38 (0.45)
8,"Russell, Luke",23y 196d,66 (16-1-49 25.00%),27 (0.41),←,
42,"Saad, Adam",21y 16d,14 (3-1-10 25.00%),1 (0.07),←,
20,"Schade, Henry",21y 304d,12 (3-1-8 29.17%),,←,
26,"Shaw, Matt",23y 184d,83 (22-1-60 27.11%),29 (0.35),←,
Totals,Totals,23y 105d,1472 (517-26-929 35.12%),822 (0.56),,
C,"Eade, Rodney",57y 126d,332 (172-5-155 52.56%),,18 (3-1-14 19.44%),
