Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",31y 26d,146 (90-1-55 61.99%),8 (0.05),128 (83-1-44 65.23%),4 (0.03)
8,"Burgoyne, Shaun",23y 289d,100 (69-0-31 69.00%),100 (1.00),←,
25,"Cassisi, Domenic",23y 318d,78 (50-1-27 64.74%),34 (0.44),←,
30,"Chaplin, Troy",20y 164d,24 (10-1-13 43.75%),2 (0.08),←,
35,"Cornes, Chad",26y 267d,156 (97-1-58 62.50%),130 (0.83),←,
18,"Cornes, Kane",23y 213d,111 (70-1-40 63.51%),52 (0.47),←,
17,"Dew, Stuart",26y 353d,176 (100-3-73 57.67%),244 (1.39),←,
33,"Ebert, Brett",22y 261d,50 (24-1-25 49.00%),50 (1.00),←,
5,"Lade, Brendon",30y 27d,166 (93-3-70 56.93%),138 (0.83),←,
44,"Logan, Tom",21y 35d,7 (0-0-7 0.00%),,4 (0-0-4 0.00%),
34,"Lonie, Nathan",23y 155d,81 (26-0-55 32.10%),42 (0.52),17 (6-0-11 35.29%),7 (0.41)
22,"Mahoney, Josh",28y 279d,85 (41-0-44 48.24%),80 (0.94),55 (31-0-24 56.36%),70 (1.27)
16,"Pearce, Danyle",20y 121d,25 (10-0-15 40.00%),17 (0.68),←,
36,"Pettigrew, Michael",21y 143d,30 (12-0-18 40.00%),18 (0.60),←,
39,"Surjan, Jacob",20y 356d,21 (10-0-11 47.62%),4 (0.19),←,
23,"Symes, Brad",21y 152d,13 (5-0-8 38.46%),1 (0.08),←,
32,"Thomas, Matt",19y 160d,4 (0-0-4 0.00%),2 (0.50),←,
6,"Thomson, Adam",19y 350d,15 (7-0-8 46.67%),7 (0.47),←,
28,"Thurstans, Toby",25y 357d,54 (34-1-19 63.89%),45 (0.83),←,
2,"Wakelin, Darryl",31y 360d,243 (135-2-106 55.97%),12 (0.05),128 (82-1-45 64.45%),4 (0.03)
24,"White, Damon",22y 355d,34 (15-1-18 45.59%),33 (0.97),←,
21,"Wilson, Michael",29y 258d,167 (87-4-76 53.29%),47 (0.28),←,
Totals,Totals,24y 144d,1786 (985-20-781 55.15%),1066 (0.60),,
C,"Williams, Mark",47y 350d,185 (110-2-73 60.00%),,←,
