Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",18,14,3,21,,,,2.0,3.0,2.0,,1.0,,,3.0,9.0,11.0,4.0,,14.0,1.0,1.0,97.0
8,"Ashcroft, Will",8,5,8,16,,,,7.0,4.0,3.0,,4.0,,1.0,,3.0,13.0,,,,1.0,,70.0
33,"Bailey, Zac",8,4,8,16,1,,,5.0,,5.0,5.0,2.0,,1.0,,7.0,8.0,,1.0,1.0,,1.0,78.0
7,"Berry, Jarrod",12,8,7,19,1,1.0,,3.0,,3.0,3.0,,1.0,,,9.0,12.0,1.0,2.0,1.0,,1.0,73.0
23,"Cameron, Charlie",5,2,3,8,1,,,2.0,1.0,1.0,3.0,3.0,,3.0,,5.0,5.0,,1.0,1.0,,,83.0
18,"Coleman, Keidean",10,6,2,12,1,,,1.0,2.0,2.0,,2.0,1.0,1.0,,1.0,10.0,,,2.0,,,79.0
3,"Daniher, Joe",15,8,4,19,2,,2.0,,1.0,5.0,1.0,4.0,,3.0,,6.0,14.0,2.0,2.0,1.0,,1.0,88.0
5,"Dunkley, Josh",15,6,11,26,1,1.0,,7.0,1.0,4.0,3.0,3.0,3.0,1.0,,9.0,17.0,,1.0,3.0,,,80.0
28,"Fletcher, Jaspa",7,4,5,12,,,,3.0,1.0,2.0,2.0,3.0,,2.0,,6.0,7.0,1.0,,1.0,,,68.0
32 ↑,"Fort, Darcy",1,,1,2,,,2.0,,,,,1.0,1.0,1.0,,4.0,1.0,,,4.0,,,32.0
30,"Hipwood, Eric",11,5,1,12,4,1.0,,2.0,,2.0,,5.0,1.0,2.0,1.0,5.0,7.0,1.0,4.0,3.0,,1.0,89.0
35,"Lester, Ryan",10,8,8,18,,,,3.0,,1.0,,2.0,1.0,,,7.0,11.0,1.0,,3.0,,,90.0
1 ↓,"Lohmann, Kai",3,1,3,6,,1.0,,2.0,,1.0,,1.0,,,,1.0,5.0,,1.0,,,,51.0
11,"McCarthy, Lincoln",11,5,1,12,,1.0,,,,2.0,,1.0,1.0,,,6.0,7.0,1.0,1.0,3.0,,,76.0
6,"McCluggage, Hugh",12,5,8,20,,1.0,,5.0,2.0,4.0,5.0,1.0,1.0,,,9.0,13.0,,2.0,1.0,,2.0,86.0
46,"McInerney, Oscar",9,2,1,10,,,34.0,4.0,1.0,3.0,6.0,4.0,,1.0,,8.0,1.0,1.0,1.0,4.0,,,84.0
26,"McKenna, Conor",16,7,2,18,,,,,4.0,2.0,,1.0,,,,2.0,14.0,,,3.0,,,85.0
9,"Neale, Lachie",12,5,17,29,,,,2.0,4.0,3.0,9.0,1.0,1.0,,,15.0,14.0,,,1.0,,1.0,91.0
40,"Payne, Jack",8,7,5,13,,,,1.0,2.0,1.0,,2.0,,,,3.0,10.0,,,6.0,,,88.0
16,"Rayner, Cam",9,5,2,11,1,2.0,,3.0,,2.0,,1.0,2.0,1.0,,4.0,7.0,1.0,2.0,,,1.0,80.0
2,"Robertson, Deven",4,3,3,7,,,,3.0,,2.0,2.0,3.0,,2.0,,3.0,4.0,,,2.0,,,72.0
37,"Starcevich, Brandon",10,5,,10,,,,1.0,3.0,2.0,,1.0,1.0,,,5.0,5.0,1.0,,1.0,,,89.0
44,"Wilmot, Darcy",16,9,,16,,,,,6.0,2.0,,1.0,,,,,13.0,,,2.0,3.0,,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,230,124,103,333,12,12.0,38.0,56.0,35.0,54.0,39.0,47.0,14.0,19.0,4.0,127.0,209.0,14.0,18.0,57.0,5.0,9.0,
Opposition,Opposition,208,88,148,356,8,8.0,34.0,77.0,41.0,43.0,31.0,56.0,19.0,14.0,2.0,135.0,216.0,6.0,10.0,43.0,2.0,6.0,
