Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17 ↑,"Brown, Callum",2,2,4,6,,,,1.0,,,,,,,,2.0,4.0,,,,,,25.0
6,"Brown, Tyler",7,2,11,18,,,,3.0,2.0,1.0,3.0,2.0,,1.0,,9.0,10.0,1.0,,1.0,,,80.0
14,"Cameron, Darcy",10,5,4,14,3,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,10.0,5.0,2.0,2.0,3.0,,1.0,78.0
25,"Crisp, Jack",20,9,11,31,,,,4.0,3.0,8.0,2.0,5.0,1.0,,2.0,9.0,22.0,,,2.0,,3.0,86.0
7,"Daicos, Josh",9,1,15,24,,1.0,,3.0,1.0,2.0,2.0,2.0,,,,6.0,18.0,,,,,,79.0
2,"de Goey, Jordan",12,6,5,17,6,3.0,,1.0,,2.0,,2.0,2.0,1.0,3.0,9.0,9.0,3.0,6.0,,,,85.0
4,"Grundy, Brodie",10,5,15,25,,1.0,23.0,5.0,2.0,2.0,5.0,4.0,2.0,3.0,,10.0,15.0,,,3.0,1.0,,86.0
35,"Henry, Oliver",5,3,5,10,,,,,,2.0,,3.0,1.0,,,4.0,7.0,,1.0,1.0,,1.0,72.0
32,"Hoskin-Elliott, Will",8,5,3,11,1,,,,1.0,5.0,1.0,,,,,3.0,8.0,1.0,,1.0,,,76.0
11,"Keane, Mark",6,5,15,21,,1.0,,1.0,3.0,1.0,,5.0,,1.0,,8.0,13.0,,1.0,3.0,,,79.0
37,"Maynard, Brayden",20,10,12,32,,,,2.0,4.0,2.0,,3.0,,1.0,,4.0,24.0,1.0,,6.0,1.0,,93.0
16,"Mayne, Chris",16,7,12,28,,,,3.0,4.0,1.0,,,1.0,,,4.0,21.0,1.0,,2.0,1.0,,82.0
31,"McCreery, Beau",2,,2,4,,,,6.0,,,,2.0,,1.0,,2.0,2.0,,,3.0,,,78.0
41,"Mihocek, Brody",6,4,2,8,2,,,2.0,,2.0,,2.0,,,,3.0,4.0,1.0,1.0,,,1.0,85.0
30,"Moore, Darcy",19,19,9,28,,,,2.0,4.0,3.0,,2.0,,2.0,,4.0,23.0,1.0,,3.0,,1.0,92.0
28 ↓,"Murphy, Nathan",8,2,5,13,,,,,1.0,3.0,,1.0,2.0,1.0,,4.0,8.0,,,1.0,,,54.0
9,"Noble, John",19,4,12,31,,,,3.0,2.0,3.0,,6.0,2.0,2.0,,2.0,29.0,,,2.0,,,81.0
10,"Pendlebury, Scott",11,5,10,21,2,,,2.0,,3.0,6.0,5.0,,1.0,,7.0,14.0,,,,,,82.0
27,"Poulter, Caleb",12,4,6,18,,,,1.0,2.0,2.0,,,2.0,,,7.0,11.0,,,,,,87.0
3,"Quaynor, Isaac",16,10,7,23,,,,1.0,8.0,2.0,,2.0,,,,3.0,18.0,,,3.0,,,88.0
23,"Roughead, Jordan",2,1,6,8,,,,,,1.0,,1.0,,1.0,,5.0,4.0,,,8.0,,,75.0
22,"Sidebottom, Steele",14,2,8,22,,,,5.0,4.0,3.0,8.0,7.0,1.0,5.0,,12.0,10.0,,,1.0,,1.0,85.0
24,"Thomas, Josh",6,1,8,14,,,,3.0,2.0,1.0,1.0,1.0,3.0,,,6.0,9.0,,,1.0,,1.0,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,240,112,187,427,14,10.0,25.0,49.0,44.0,52.0,29.0,56.0,18.0,21.0,5.0,133.0,288.0,11.0,11.0,44.0,3.0,9.0,
Opposition,Opposition,227,110,151,378,11,10.0,20.0,44.0,38.0,55.0,24.0,59.0,21.0,18.0,1.0,119.0,258.0,9.0,16.0,47.0,7.0,8.0,
