Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",27y 31d,178 (120-1-57 67.70%),74 (0.42),36 (30-1-5 84.72%),16 (0.44)
11,"Blair, Jarryd",21y 72d,23 (20-1-2 89.13%),21 (0.91),←,
15,"Brown, Leigh",29y 122d,233 (119-3-111 51.72%),125 (0.54),52 (41-2-9 80.77%),41 (0.79)
32,"Cloke, Travis",24y 112d,136 (85-2-49 63.24%),190 (1.40),←,
1,"Davis, Leon",30y 8d,214 (118-2-94 55.61%),264 (1.23),←,
31,"Dawes, Chris",23y 40d,42 (35-1-6 84.52%),61 (1.45),←,
4,"Didak, Alan",28y 130d,194 (121-1-72 62.63%),265 (1.37),←,
6,"Goldsack, Tyson",24y 34d,61 (39-0-22 63.93%),6 (0.10),←,
7,"Krakouer, Andrew",28y 141d,113 (44-0-69 38.94%),118 (1.04),11 (10-0-1 90.91%),16 (1.45)
8,"Lumumba, Heritier",24y 222d,123 (81-2-40 66.67%),15 (0.12),←,
5,"Maxwell, Nick",28y 22d,149 (91-2-56 61.74%),26 (0.17),←,
3,"McCarthy, John",21y 218d,15 (9-0-6 60.00%),9 (0.60),←,
10,"Pendlebury, Scott",23y 169d,114 (75-2-37 66.67%),72 (0.63),←,
20,"Reid, Ben",22y 57d,41 (28-2-11 70.73%),3 (0.07),←,
39,"Shaw, Heath",25y 210d,127 (81-2-44 64.57%),26 (0.20),←,
22,"Sidebottom, Steele",20y 174d,48 (37-2-9 79.17%),40 (0.83),←,
36,"Swan, Dane",27y 120d,162 (98-2-62 61.11%),118 (0.73),←,
2,"Tarrant, Chris",30y 280d,244 (113-0-131 46.31%),361 (1.48),172 (85-0-87 49.42%),301 (1.75)
13,"Thomas, Dale",24y 4d,122 (80-2-40 66.39%),94 (0.77),←,
34,"Toovey, Alan",24y 94d,78 (56-2-20 73.08%),8 (0.10),←,
21,"Wellingham, Sharrod",22y 353d,64 (47-2-15 75.00%),34 (0.53),←,
19,"Wood, Cameron",24y 113d,54 (27-0-27 50.00%),14 (0.26),38 (24-0-14 63.16%),14 (0.37)
Totals,Totals,25y 91d,2535 (1524-31-980 60.12%),1944 (0.77),,
C,"Malthouse, Mick",57y 312d,651 (375-6-270 58.06%),,273 (152-2-119 56.04%),
