Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Bartlett, Trent",,,,,,,,,,,,1.0,,1.0,,,,,,,,,
17,"Brown, Nathan",5,2,2,7,,1.0,,2.0,,4.0,,,1.0,1.0,,1.0,6.0,,,1.0,,,
26,"Cox, Simon",8,6,3,11,,,,1.0,4.0,,,1.0,,,,1.0,9.0,,,,,,
16,"Croft, Matthew",6,3,2,8,,,,,2.0,,4.0,1.0,1.0,,,2.0,4.0,,,,,,
11,"Curley, Todd",11,4,1,12,,,,2.0,4.0,2.0,1.0,,,,,2.0,9.0,,,2.0,1.0,,
14,"Darcy, Luke",10,7,9,19,1,1.0,17.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,,12.0,7.0,4.0,,1.0,,,
28,"Dimattina, Paul",9,4,6,15,2,,,3.0,2.0,2.0,,1.0,1.0,,,7.0,9.0,,2.0,2.0,1.0,,
10,"Eagleton, Nathan",9,4,3,12,,1.0,,2.0,2.0,6.0,1.0,1.0,,1.0,,4.0,9.0,,,1.0,,,
32,"Ellis, Craig",10,1,2,12,,,,,5.0,,1.0,3.0,4.0,1.0,,8.0,2.0,1.0,,,1.0,,
4,"Garlick, Simon",6,2,1,7,1,,,2.0,,3.0,1.0,,,,,2.0,6.0,,1.0,,,,
3,"Grant, Chris",8,4,4,12,4,2.0,,5.0,,2.0,2.0,2.0,1.0,1.0,,9.0,4.0,1.0,4.0,,,,
22,"Harrison, Ben",8,1,4,12,,,,2.0,1.0,1.0,,,,1.0,,5.0,8.0,,,,,,
9,"Hudson, Paul",2,1,5,7,,,,2.0,,2.0,,2.0,1.0,,,7.0,1.0,,,,,,
25,"Hunter, Kingsley",6,3,,6,4,1.0,,1.0,,1.0,,,2.0,1.0,,4.0,1.0,2.0,2.0,,,,
6,"Johnson, Brad",16,7,1,17,3,1.0,,1.0,3.0,6.0,2.0,1.0,,,,8.0,10.0,2.0,1.0,1.0,2.0,,
39,"Liberatore, Tony",9,,9,18,,,,4.0,2.0,1.0,4.0,4.0,1.0,1.0,,9.0,8.0,,,3.0,,,
2,"Murphy, Robert",6,2,2,8,1,,,,1.0,2.0,,1.0,,,,6.0,2.0,,,,,,
27,"Penny, Luke",1,,1,2,,,3.0,1.0,,,2.0,,1.0,,,3.0,,,,2.0,,,
30,"Robbins, Matthew",6,2,3,9,,,,1.0,4.0,,,,,2.0,,2.0,7.0,,,1.0,,,
36,"Romero, Jose",15,8,8,23,,1.0,,2.0,1.0,4.0,6.0,2.0,1.0,,,8.0,15.0,,,,,,
5,"Smith, Rohan",11,6,6,17,,,,1.0,4.0,5.0,3.0,3.0,,,,6.0,10.0,,,1.0,1.0,,
7,"West, Scott",3,,9,12,,,,4.0,,1.0,2.0,1.0,,,,7.0,4.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,165,67,81,246,16,11.0,20.0,37.0,37.0,45.0,32.0,25.0,15.0,12.0,,113.0,131.0,10.0,10.0,15.0,6.0,,
Opposition,Opposition,202,98,75,277,16,16.0,42.0,37.0,22.0,59.0,37.0,24.0,12.0,15.0,6.0,122.0,161.0,16.0,23.0,25.0,8.0,,
