Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",25y 48d,88 (55-4-29 64.77%),28 (0.32),←,
21,"Balta, Noah",23y 144d,63 (40-2-21 65.08%),22 (0.35),←,
29,"Bolton, Shai",24y 98d,91 (56-4-31 63.74%),101 (1.11),←,
35,"Broad, Nathan",29y 335d,108 (75-3-30 70.83%),1 (0.01),←,
9,"Cotchin, Trent",32y 343d,288 (159-5-124 56.08%),134 (0.47),←,
34,"Graham, Jack",25y 19d,98 (64-4-30 67.35%),40 (0.41),←,
2,"Grimes, Dylan",31y 243d,208 (129-4-75 62.98%),3 (0.01),←,
22,"Hopper, Jacob",26y 38d,115 (63-3-49 56.09%),42 (0.37),1 (0-1-0 50.00%),
19,"Lynch, Tom",30y 136d,213 (89-4-120 42.72%),450 (2.11),82 (52-3-27 65.24%),196 (2.39)
31,"Mansell, Rhyan",22y 285d,16 (6-1-9 40.63%),1 (0.06),←,
4,"Martin, Dustin",31y 263d,270 (153-4-113 57.41%),304 (1.13),←,
33,"McIntosh, Kamdyn",28y 347d,147 (95-3-49 65.65%),42 (0.29),←,
46,"Miller, Ben",23y 197d,13 (6-3-4 57.69%),3 (0.23),←,
25,"Nankervis, Toby",28y 216d,122 (82-2-38 68.03%),34 (0.28),110 (75-2-33 69.09%),31 (0.28)
50,"Pickett, Marlion",31y 69d,58 (33-4-21 60.34%),15 (0.26),←,
3,"Prestia, Dion",30y 155d,193 (93-3-97 48.96%),62 (0.32),98 (67-3-28 69.90%),32 (0.33)
8,"Riewoldt, Jack",34y 136d,327 (172-8-147 53.82%),756 (2.31),←,
17,"Rioli, Daniel",25y 334d,138 (86-4-48 63.77%),99 (0.72),←,
10,"Rioli, Maurice",20y 196d,18 (11-2-5 66.67%),18 (1.00),←,
5,"Ross, Jack",22y 194d,45 (24-2-19 55.56%),6 (0.13),←,
15,"Short, Jayden",27y 51d,138 (85-4-49 63.04%),27 (0.20),←,
14,"Taranto, Tim",25y 47d,115 (59-3-53 52.61%),48 (0.42),1 (0-1-0 50.00%),
1,"Vlastuin, Nick",28y 331d,191 (120-4-67 63.87%),27 (0.14),←,
Totals,Totals,27y 152d,3063 (1755-80-1228 57.30%),2263 (0.74),,
C,"Hardwick, Damien",50y 210d,298 (167-6-125 57.05%),,←,
