Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",7,1,2,9,2,1.0,,1.0,1.0,3.0,,1.0,,2.0,,3.0,6.0,,,,,,
11,"Archer, Glenn",19,10,4,23,,,,1.0,6.0,2.0,1.0,1.0,1.0,,,7.0,15.0,2.0,,3.0,4.0,,
26,"Bell, Peter",17,3,6,23,1,,,,6.0,7.0,2.0,2.0,,1.0,,6.0,17.0,,,2.0,5.0,,
12,"Blakey, John",15,10,11,26,2,2.0,,1.0,2.0,5.0,3.0,3.0,2.0,,2.0,11.0,14.0,3.0,2.0,1.0,,,
22,"Burton, Matthew",,,,,,,2.0,1.0,,,,,,,,,,,,,,,
16,"Capuano, Mathew",6,4,1,7,1,,7.0,1.0,,2.0,2.0,2.0,,,,2.0,5.0,,1.0,1.0,,,
18,"Carey, Wayne",9,5,7,16,3,1.0,1.0,,,2.0,1.0,2.0,,2.0,,8.0,6.0,1.0,1.0,,,,
9,"Chandler, Brett",4,1,,4,,,,2.0,1.0,,,1.0,,1.0,,,4.0,,,1.0,,,
23,"Clayton, Shane",11,2,,11,,,,2.0,1.0,2.0,2.0,2.0,1.0,,,3.0,8.0,,,2.0,,,
45,"Cochrane, Stuart",4,1,3,7,,,,1.0,,4.0,,1.0,1.0,,,,6.0,,,1.0,1.0,,
2,"Colbert, Leigh",4,2,5,9,1,,,1.0,,1.0,,,,1.0,,5.0,6.0,1.0,,,,,
6,"Grant, Shannon",13,7,7,20,2,1.0,,1.0,,5.0,,2.0,1.0,,,8.0,12.0,1.0,2.0,,1.0,,
29,"Harvey, Brent",7,3,2,9,1,,,3.0,2.0,2.0,,1.0,,1.0,,4.0,5.0,,1.0,,2.0,,
34,"King, David",18,4,4,22,3,2.0,,1.0,2.0,11.0,2.0,2.0,,1.0,3.0,13.0,8.0,1.0,,1.0,2.0,,
27,"Lange, Adam",1,,3,4,,,,,1.0,,,1.0,,,,3.0,1.0,,,,,,
35,"Makepeace, Troy",9,4,4,13,1,3.0,,,2.0,2.0,,1.0,1.0,,,5.0,7.0,1.0,2.0,2.0,2.0,,
4,"Martyn, Mick",8,2,2,10,,,,1.0,5.0,1.0,,1.0,1.0,,,6.0,3.0,,,2.0,1.0,,
5,"McCartney, Jason",11,9,4,15,,,,1.0,4.0,,,,,1.0,,5.0,11.0,1.0,,1.0,,,
31,"McKernan, Corey",12,6,4,16,1,,9.0,1.0,,5.0,3.0,2.0,,2.0,1.0,9.0,7.0,2.0,,3.0,1.0,,
28,"Pickett, Byron",10,2,6,16,,,,4.0,8.0,1.0,,2.0,2.0,1.0,,7.0,4.0,,,3.0,9.0,,
7,"Simpson, Adam",17,7,6,23,,1.0,4.0,1.0,2.0,7.0,6.0,2.0,1.0,2.0,,9.0,15.0,,,5.0,,,
10,"Stevens, Anthony",17,6,10,27,,,1.0,2.0,5.0,3.0,6.0,4.0,,1.0,,12.0,15.0,,,2.0,2.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,89,91,310,18,12.0,24.0,26.0,48.0,65.0,28.0,33.0,11.0,16.0,6.0,126.0,175.0,13.0,9.0,30.0,30.0,,
Opposition,Opposition,229,111,117,346,10,17.0,34.0,31.0,41.0,66.0,37.0,30.0,16.0,11.0,,118.0,226.0,9.0,12.0,31.0,7.0,,
