Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
32,"Baldwin, Jason",21y 199d,24 (10-0-14 41.67%),3 (0.13),←,
37,"Bizzotto, Frank",19y 360d,4 (1-0-3 25.00%),,←,
18,"Blakey, John",24y 305d,106 (42-0-64 39.62%),29 (0.27),←,
17,"Broderick, Paul",21y 142d,41 (20-0-21 48.78%),41 (1.00),←,
15,"Donato, David",20y 260d,2 (1-0-1 50.00%),,←,
2,"Dundas, Matthew",19y 169d,23 (6-0-17 26.09%),27 (1.17),←,
54,"Elliott, Jamie",18y 108d,7 (1-0-6 14.29%),1 (0.14),←,
6,"Ironmonger, John",30y 98d,79 (33-0-46 41.77%),5 (0.06),34 (10-0-24 29.41%),4 (0.12)
43,"Johnston, Andrew",20y 284d,7 (3-0-4 42.86%),2 (0.29),←,
11,"Lynch, Alastair",22y 340d,67 (24-0-43 35.82%),74 (1.10),←,
29,"Lyon, Ross",24y 198d,66 (18-0-48 27.27%),62 (0.94),←,
5,"McCormack, Brendan",20y 331d,24 (10-0-14 41.67%),10 (0.42),←,
26,"McGrath, Justin",20y 171d,3 (1-0-2 33.33%),,←,
25,"OConnell, David",27y 337d,35 (14-0-21 40.00%),10 (0.29),8 (1-0-7 12.50%),4 (0.50)
44,"Osborne, Richard",26y 343d,158 (71-0-87 44.94%),336 (2.13),←,
1,"Roos, Paul",27y 332d,196 (84-0-112 42.86%),222 (1.13),←,
20,"Rowe, Duane",25y 54d,27 (13-0-14 48.15%),3 (0.11),←,
33,"Stephens, Brett",30y 94d,91 (33-0-58 36.26%),23 (0.25),←,
45,"Wilkinson, Darron",21y 184d,1 (1-0-0 100.00%),,←,
8,"Wynd, Jim",26y 195d,60 (23-0-37 38.33%),23 (0.38),←,
Totals,Totals,23y 225d,1021 (409-0-612 40.06%),871 (0.85),,
C,"Shaw, Robert",36y 139d,9 (1-0-8 11.11%),,←,
