Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
30,"Adams, Taylor",18y 256d,6 (1-0-5 16.67%),1 (0.17),←,
14,"Bugg, Tomas",19y 58d,9 (1-0-8 11.11%),1 (0.11),←,
18,"Cameron, Jeremy",19y 62d,8 (1-0-7 12.50%),15 (1.88),←,
3,"Coniglio, Stephen",18y 170d,9 (1-0-8 11.11%),2 (0.22),←,
11,"Cornes, Chad",32y 203d,247 (134-1-112 54.45%),175 (0.71),8 (1-0-7 12.50%),
13,"Darley, Sam",19y 108d,3 (0-0-3 0.00%),,←,
1,"Davis, Phil",21y 277d,28 (12-0-16 42.86%),4 (0.14),10 (1-0-9 10.00%),3 (0.30)
26,"Giles, Jonathan",24y 146d,10 (1-0-9 10.00%),11 (1.10),←,
35,"Greene, Toby",18y 251d,8 (1-0-7 12.50%),,←,
19,"Haynes, Nick",20y 15d,1 (0-0-1 0.00%),,←,
38,"McDonald, James",35y 241d,257 (103-1-153 40.27%),58 (0.23),6 (0-0-6 0.00%),2 (0.33)
39,"Mohr, Tim",23y 227d,9 (1-0-8 11.11%),1 (0.11),←,
27,"Phillips, Andrew",20y 335d,4 (1-0-3 25.00%),1 (0.25),←,
6,"Power, Luke",32y 146d,291 (153-3-135 53.09%),226 (0.78),9 (1-0-8 11.11%),
23,"Reid, Sam",22y 208d,15 (6-0-9 40.00%),1 (0.07),5 (0-0-5 0.00%),
9,"Scully, Tom",21y 18d,40 (14-1-25 36.25%),8 (0.20),9 (1-0-8 11.11%),2 (0.22)
5,"Shiel, Dylan",19y 85d,9 (1-0-8 11.11%),4 (0.44),←,
34,"Smith, Devon",19y 13d,9 (1-0-8 11.11%),3 (0.33),←,
31,"Townsend, Jacob",18y 348d,8 (1-0-7 12.50%),2 (0.25),←,
17,"Treloar, Adam",19y 85d,7 (1-0-6 14.29%),5 (0.71),←,
29,"Tyson, Dom",18y 360d,7 (1-0-6 14.29%),3 (0.43),←,
8,"Ward, Callan",22y 53d,70 (33-0-37 47.14%),38 (0.54),10 (1-0-9 10.00%),5 (0.50)
Totals,Totals,22y 34d,1055 (468-6-581 44.36%),559 (0.53),,
C,"Sheedy, Kevin",64y 161d,644 (387-6-251 60.56%),,10 (1-0-9 10.00%),
