Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 235d,72 (42-0-30 58.33%),113 (1.57),34 (24-0-10 70.59%),58 (1.71)
14,"Anderson, Brady",23y 344d,18 (12-0-6 66.67%),,←,
11,"Archer, Glenn",26y 59d,146 (94-0-52 64.38%),96 (0.66),←,
26,"Bell, Peter",23y 82d,84 (55-0-29 65.48%),81 (0.96),82 (55-0-27 67.07%),79 (0.96)
12,"Blakey, John",32y 302d,283 (147-0-136 51.94%),93 (0.33),148 (95-0-53 64.19%),55 (0.37)
16,"Capuano, Mathew",23y 262d,55 (41-0-14 74.55%),17 (0.31),←,
18,"Carey, Wayne",27y 360d,191 (116-0-75 60.73%),506 (2.65),←,
23,"Clayton, Shane",20y 210d,27 (8-0-19 29.63%),5 (0.19),9 (6-0-3 66.67%),4 (0.44)
6,"Grant, Shannon",22y 33d,92 (56-1-35 61.41%),95 (1.03),34 (24-0-10 70.59%),57 (1.68)
29,"Harvey, Brent",21y 8d,50 (34-0-16 68.00%),52 (1.04),←,
34,"King, David",27y 76d,116 (76-0-40 65.52%),35 (0.30),←,
4,"Martyn, Mick",30y 264d,230 (134-1-95 58.48%),14 (0.06),←,
5,"McCartney, Jason",25y 69d,106 (55-0-51 51.89%),49 (0.46),31 (21-0-10 67.74%),1 (0.03)
31,"McKernan, Corey",25y 154d,123 (84-0-39 68.29%),132 (1.07),←,
28,"Pickett, Byron",21y 284d,35 (24-0-11 68.57%),,←,
13,"Pike, Martin",26y 189d,112 (48-0-64 42.86%),53 (0.47),52 (36-0-16 69.23%),13 (0.25)
39,"Rawlings, Brady",17y 346d,7 (6-0-1 85.71%),2 (0.29),←,
24,"Sholl, Craig",31y 143d,207 (122-0-85 58.94%),134 (0.65),←,
7,"Simpson, Adam",23y 95d,74 (53-0-21 71.62%),35 (0.47),←,
10,"Stevens, Anthony",27y 324d,190 (116-0-74 61.05%),89 (0.47),←,
38,"Stevens, Danny",22y 193d,14 (9-0-5 64.29%),7 (0.50),←,
30,"Welsh, Scott",20y 166d,22 (13-0-9 59.09%),17 (0.77),←,
Totals,Totals,24y 307d,2254 (1345-2-907 59.67%),1625 (0.72),,
C,"Pagan, Denis",51y 240d,154 (100-0-54 64.94%),,←,
