Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",7,2,10,17,,,,4.0,1.0,2.0,4.0,5.0,1.0,2.0,,11.0,6.0,1.0,2.0,1.0,,,68.0
46,"Blicavs, Mark",5,3,14,19,,,7.0,2.0,,1.0,3.0,3.0,1.0,,,11.0,8.0,,1.0,2.0,,1.0,75.0
12,"Bowes, Jack",12,5,12,24,2,,,4.0,2.0,2.0,1.0,2.0,1.0,1.0,,7.0,16.0,,2.0,,,2.0,77.0
5,"Cameron, Jeremy",8,4,,8,6,1.0,,3.0,,,1.0,1.0,,1.0,1.0,3.0,5.0,1.0,4.0,,,,93.0
45,"Close, Brad",7,4,9,16,1,2.0,,3.0,,5.0,,1.0,,,,7.0,8.0,1.0,3.0,2.0,,1.0,87.0
35,"Dangerfield, Patrick",9,8,10,19,1,1.0,,2.0,,5.0,,1.0,1.0,,,10.0,9.0,3.0,2.0,3.0,,5.0,74.0
16,"De Koning, Sam",10,7,2,12,,,,1.0,2.0,3.0,,3.0,2.0,2.0,,5.0,7.0,2.0,,4.0,,,92.0
28,"Dempsey, Oliver",8,4,6,14,1,,,3.0,,,,2.0,2.0,1.0,,4.0,12.0,,,,,1.0,91.0
39,"Guthrie, Zach",15,9,3,18,,,,1.0,4.0,1.0,,1.0,2.0,1.0,,6.0,11.0,1.0,,1.0,,,83.0
38,"Henry, Jack",10,7,1,11,,,,1.0,2.0,1.0,,1.0,,,,4.0,6.0,3.0,,5.0,,,88.0
9,"Holmes, Max",25,7,10,35,2,,,2.0,1.0,9.0,4.0,3.0,,,3.0,12.0,20.0,,,,6.0,,77.0
17,"Humphries, Lawson",20,9,4,24,,,,3.0,4.0,4.0,,2.0,,1.0,,3.0,17.0,,,,1.0,,94.0
7,"Mannagh, Shaun",16,5,10,26,,3.0,,2.0,,6.0,3.0,1.0,,,,8.0,18.0,,2.0,2.0,,3.0,74.0
19 ↑,"Martin, Jack",6,5,7,13,4,,,,,,,2.0,,1.0,,4.0,10.0,,4.0,,,,36.0
32,"Miers, Gryan",18,4,12,30,1,1.0,,6.0,2.0,8.0,4.0,4.0,1.0,,2.0,6.0,24.0,,,,2.0,2.0,80.0
34,"Mullin, Oisin",6,2,4,10,,1.0,,,,2.0,4.0,,1.0,,,5.0,5.0,,1.0,1.0,,1.0,75.0
33,"Neale, Shannon",10,7,5,15,3,1.0,4.0,6.0,,5.0,1.0,1.0,1.0,1.0,,8.0,8.0,2.0,4.0,2.0,,1.0,85.0
42,"OConnor, Mark",10,9,6,16,,1.0,,2.0,,1.0,,1.0,,,,2.0,14.0,1.0,1.0,1.0,,,84.0
14,"OSullivan, Connor",9,7,2,11,,,,4.0,2.0,3.0,,,,,,3.0,8.0,1.0,,3.0,,,87.0
3,"Smith, Bailey",18,5,12,30,,,,7.0,2.0,5.0,8.0,4.0,,3.0,,13.0,19.0,,,4.0,,1.0,76.0
1 ↓,"Stanley, Rhys",3,1,4,7,,,15.0,1.0,1.0,2.0,3.0,,1.0,,,6.0,1.0,,,1.0,,1.0,48.0
18,"Stengle, Tyson",10,6,3,13,2,3.0,,,,2.0,,1.0,1.0,,,4.0,10.0,1.0,3.0,1.0,,2.0,83.0
44,"Stewart, Tom",12,7,9,21,,,,2.0,1.0,2.0,1.0,4.0,1.0,3.0,,8.0,11.0,,,4.0,,,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,254,127,155,409,23,15.0,26.0,59.0,24.0,69.0,37.0,43.0,16.0,17.0,6.0,150.0,253.0,17.0,29.0,37.0,9.0,21.0,
Opposition,Opposition,175,66,142,317,9,11.0,58.0,73.0,43.0,33.0,34.0,53.0,17.0,16.0,,130.0,186.0,2.0,6.0,40.0,2.0,7.0,
