Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",24y 149d,74 (15-1-58 20.95%),17 (0.23),19 (8-0-11 42.11%),4 (0.21)
33,"Barlow, Kris",26y 3d,9 (3-0-6 33.33%),6 (0.67),←,
17,"Chick, Daniel",23y 158d,77 (31-2-44 41.56%),93 (1.21),←,
23,"Collica, Michael",22y 9d,16 (5-1-10 34.38%),2 (0.13),←,
9,"Crawford, Shane",24y 312d,130 (59-2-69 46.15%),90 (0.69),←,
24,"Croad, Trent",19y 131d,33 (12-1-20 37.88%),16 (0.48),←,
34,"Graham, Mark",26y 127d,115 (48-2-65 42.61%),36 (0.31),←,
5,"Harford, Daniel",22y 121d,90 (35-1-54 39.44%),36 (0.40),←,
13,"Hassall, Jon",25y 338d,92 (34-2-56 38.04%),15 (0.16),42 (15-0-27 35.71%),3 (0.07)
3,"Hay, Jonathan",19y 339d,37 (10-1-26 28.38%),3 (0.08),←,
2,"Holland, Nick",24y 354d,93 (36-2-55 39.78%),121 (1.30),←,
37,"Lekkas, Angelo",23y 19d,63 (22-1-40 35.71%),15 (0.24),←,
18,"Lloyd, Brad",23y 305d,10 (5-0-5 50.00%),3 (0.30),←,
15,"Lord, Aaron",23y 362d,91 (43-2-46 48.35%),99 (1.09),59 (20-1-38 34.75%),80 (1.36)
7,"McCabe, Luke",22y 342d,66 (27-1-38 41.67%),4 (0.06),←,
4,"Salmon, Paul",34y 179d,284 (152-4-128 54.23%),542 (1.91),75 (29-2-44 40.00%),33 (0.44)
11,"Smith, Joel",22y 76d,70 (33-1-36 47.86%),54 (0.77),12 (4-1-7 37.50%),3 (0.25)
6,"Taylor, Richard",26y 4d,90 (36-2-52 41.11%),37 (0.41),←,
16,"Thompson, Nathan",21y 154d,14 (5-1-8 39.29%),10 (0.71),←,
8,"Treleven, Craig",29y 34d,68 (28-1-39 41.91%),16 (0.24),←,
22,"Turvey, Nathan",21y 274d,7 (3-0-4 42.86%),,←,
30,"Woods, Tony",30y 16d,129 (52-2-75 41.09%),26 (0.20),98 (36-2-60 37.76%),16 (0.16)
Totals,Totals,24y 173d,1658 (694-30-934 41.86%),1241 (0.75),,
C,"Judge, Ken",41y 184d,83 (32-2-49 39.76%),,←,
