St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
22,"Begley, James",19y 247d,5 (1-1-3 30.00%),,←,
3,"Burke, Nathan",30y 48d,273 (123-3-147 45.60%),98 (0.36),←,
16,"Carr, Matthew",21y 87d,13 (6-1-6 50.00%),1 (0.08),←,
27,"Davis, Chad",19y 298d,2 (0-1-1 25.00%),2 (1.00),←,
6,"Delaney, Tony",24y 89d,46 (17-2-27 39.13%),21 (0.46),3 (0-1-2 16.67%),1 (0.33)
10,"Everitt, Peter",25y 327d,135 (66-2-67 49.63%),234 (1.73),←,
25,"Hall, Barry",23y 46d,55 (28-1-26 51.82%),64 (1.16),←,
35,"Harvey, Robert",28y 217d,223 (113-3-107 51.35%),133 (0.60),←,
7,"Hayes, Lenny",20y 71d,19 (8-1-10 44.74%),6 (0.32),←,
8,"Hudghton, Max",23y 205d,66 (34-1-31 52.27%),2 (0.03),←,
5,"Jones, Austinn",23y 179d,111 (53-1-57 48.20%),93 (0.84),←,
23,"Loewe, Stewart",31y 307d,279 (126-2-151 45.52%),531 (1.90),←,
26,"McLaren, Joe",22y 105d,49 (20-1-28 41.84%),27 (0.55),←,
11,"Mitchell, Gavin",27y 88d,82 (35-1-46 43.29%),79 (0.96),46 (22-1-23 48.91%),61 (1.33)
9,"Monkhorst, Damian",30y 217d,208 (107-5-96 52.64%),45 (0.22),3 (0-1-2 16.67%),
28,"Ryan, Damien",22y 235d,51 (24-1-26 48.04%),7 (0.14),21 (10-1-10 50.00%),1 (0.05)
19,"Sziller, Steven",27y 101d,99 (51-1-47 52.02%),37 (0.37),←,
4,"Thompson, Andrew",27y 156d,70 (38-1-31 55.00%),52 (0.74),←,
15,"Wakelin, Darryl",25y 227d,99 (51-1-47 52.02%),8 (0.08),←,
12,"Wakelin, Shane",25y 226d,92 (41-2-49 45.65%),19 (0.21),←,
33,"Walton, Ben",20y 134d,19 (8-1-10 44.74%),13 (0.68),←,
20,"Young, Matthew",27y 190d,103 (53-1-49 51.94%),19 (0.18),82 (44-1-37 54.27%),13 (0.16)
Totals,Totals,24y 339d,2099 (1003-34-1062 47.78%),1491 (0.71),,
C,"Watson, Tim",38y 256d,25 (10-1-14 42.00%),,←,
