Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Croft, Matthew",6,3.0,,6,,1.0,,,,,,,,1.0,,,,,,,,,
11,"Curley, Todd",6,1.0,5.0,11,2.0,,,1.0,,,,,3.0,1.0,,,,,,,,,
14,"Darcy, Luke",4,,3.0,7,,1.0,7.0,,,,,,,1.0,,,,,,,,,
3,"Grant, Chris",12,8.0,10.0,22,,1.0,,1.0,,,,,3.0,,,,,,,,,,
1,"Grgic, Ilija",9,5.0,5.0,14,,,2.0,1.0,,,,,3.0,,,,,,,,,,
13,"Jakovich, Allen",8,5.0,1.0,9,1.0,4.0,,,,,,,,1.0,,,,,,,,,
6,"Johnson, Brad",16,2.0,5.0,21,1.0,,,,,,,,1.0,,,,,,,,,,
4,"Kellett, Nigel",14,1.0,2.0,16,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,
2,"Kolyniuk, Steven",5,,2.0,7,,,,,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",15,,13.0,28,,,,6.0,,,,,1.0,1.0,,,,,,,,,
23,"Martin, Michael",6,1.0,,6,,2.0,1.0,,,,,,,,,,,,,,,,
9,"Nicholson, Brad",4,2.0,,4,,,,,,,,,1.0,1.0,,,,,,,,,
44,"Osborne, Richard",9,5.0,1.0,10,5.0,2.0,,,,,,,2.0,1.0,,,,,,,,,
22,"Quill, Peter",15,1.0,4.0,19,,,,,,,,,1.0,,,,,,,,,,
36,"Romero, Jose",10,3.0,6.0,16,,,,1.0,,,,,3.0,4.0,,,,,,,,,
38,"Sir, Sedat",3,2.0,4.0,7,,,,1.0,,,,,2.0,,,,,,,,,,
5,"Smith, Rohan",11,7.0,6.0,17,,,,,,,,,,,,,,,,,,,
24,"Wallis, Stephen",14,6.0,9.0,23,,,,2.0,,,,,3.0,,,,,,,,,,
25,"Watts, Jason",11,3.0,7.0,18,3.0,,,2.0,,,,,1.0,2.0,,,,,,,,,
45,"Wira, Brad",7,,2.0,9,,,,1.0,,,,,1.0,,,,,,,,,,
15,"Wynd, Scott",3,6.0,12.0,15,,,18.0,1.0,,,,,1.0,1.0,,,,,,,,,
Totals,Totals,188,61.0,97.0,285,13.0,12.0,28.0,18.0,,,,,28.0,15.0,,,,,,,,,
Opposition,Opposition,211,96.0,97.0,308,16.0,20.0,14.0,30.0,,,,,15.0,28.0,6.0,,,,,,,,
