St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
15,"Billings, Jack",24y 307d,110 (39-1-70 35.91%),82 (0.75),←,
16,"Butler, Dan",24y 17d,48 (32-0-16 66.67%),57 (1.19),3 (1-0-2 33.33%),4 (1.33)
2,"Carlisle, Jake",28y 263d,136 (59-1-76 43.75%),61 (0.45),51 (19-1-31 38.24%),7 (0.14)
11,"Clark, Hunter",21y 86d,32 (10-1-21 32.81%),5 (0.16),←,
1,"Coffield, Nick",20y 241d,20 (4-1-15 22.50%),1 (0.05),←,
4,"Gresham, Jade",22y 301d,84 (34-1-49 41.07%),91 (1.08),←,
10,"Hannebery, Dan",29y 117d,216 (137-2-77 63.89%),99 (0.46),8 (2-0-6 25.00%),4 (0.50)
8,"Hill, Bradley",26y 347d,152 (95-0-57 62.50%),79 (0.52),3 (1-0-2 33.33%),
40,"Hind, Nick",25y 306d,13 (5-0-8 38.46%),12 (0.92),←,
20,"Howard, Dougal",24y 87d,48 (24-0-24 50.00%),14 (0.29),3 (1-0-2 33.33%),
3,"Jones, Zak",25y 97d,93 (50-0-43 53.76%),24 (0.26),3 (1-0-2 33.33%),1 (0.33)
12,"King, Max",19y 349d,3 (1-0-2 33.33%),5 (1.67),←,
21,"Long, Ben",22y 304d,33 (10-1-22 31.82%),21 (0.64),←,
13,"Lonie, Jack",23y 312d,66 (24-0-42 36.36%),58 (0.88),←,
43,"Marsh, Jonathon",24y 247d,21 (8-0-13 38.10%),2 (0.10),6 (2-0-4 33.33%),2 (0.33)
19,"Marshall, Rowan",24y 209d,36 (10-0-26 27.78%),16 (0.44),←,
28,"Membrey, Tim",26y 25d,95 (40-2-53 43.16%),171 (1.80),94 (39-2-53 42.55%),171 (1.82)
33,"Paton, Ben",21y 245d,19 (6-0-13 31.58%),4 (0.21),←,
6,"Ross, Sebastian",27y 44d,127 (44-2-81 35.43%),22 (0.17),←,
18,"Ryder, Paddy",32y 98d,246 (122-4-120 50.41%),172 (0.70),3 (1-0-2 33.33%),1 (0.33)
9,"Steele, Jack",24y 190d,81 (30-1-50 37.65%),27 (0.33),64 (22-1-41 35.16%),18 (0.28)
44,"Wilkie, Callum",24y 102d,25 (10-0-15 40.00%),,←,
Totals,Totals,24y 295d,1704 (794-17-893 46.60%),1023 (0.60),,
C,"Ratten, Brett",48y 345d,129 (64-1-64 50.00%),,9 (4-0-5 44.44%),
