West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bennell, Jamie",11,5,6,17,,1.0,,1.0,2.0,1.0,,1.0,,,,4.0,12.0,1.0,,1.0,1.0,,82.0
1,"Brown, Mitch",4,3,2,6,,,,1.0,1.0,1.0,,2.0,,1.0,,1.0,4.0,,,1.0,,,90.0
26,"Butler, Sam",10,6,6,16,,,,2.0,1.0,1.0,2.0,1.0,1.0,,,2.0,13.0,,,,,,84.0
19,"Carter, Adam",5,1,4,9,,,,1.0,3.0,,,1.0,2.0,1.0,,3.0,6.0,,,1.0,,,86.0
20,"Cox, Dean",10,6,5,15,,,19.0,2.0,,1.0,3.0,1.0,3.0,,,5.0,11.0,,,1.0,,,81.0
15,"Cripps, Jamie",5,3,8,13,1,,,4.0,1.0,1.0,,2.0,,2.0,,3.0,10.0,,1.0,2.0,,2.0,78.0
27,"Darling, Jack",9,3,6,15,3,3.0,,6.0,,2.0,1.0,2.0,4.0,1.0,,7.0,7.0,,2.0,3.0,,1.0,93.0
3,"Gaff, Andrew",18,4,11,29,1,,,7.0,3.0,1.0,6.0,5.0,2.0,,1.0,10.0,19.0,,,1.0,,1.0,88.0
33,"Hill, Josh",11,3,5,16,2,1.0,,3.0,1.0,6.0,3.0,,2.0,,,10.0,5.0,1.0,,3.0,1.0,2.0,87.0
25,"Hurn, Shannon",16,9,5,21,,,1.0,3.0,1.0,8.0,1.0,,,,,2.0,19.0,,,,3.0,2.0,88.0
34 ↓,"Hutchings, Mark",1,1,3,4,,,,3.0,,,1.0,,,,,2.0,2.0,,1.0,1.0,,1.0,17.0
17,"Kennedy, Josh",7,4,,7,4,,,6.0,,3.0,,1.0,1.0,1.0,,3.0,3.0,2.0,2.0,,,1.0,91.0
2,"LeCras, Mark",18,8,5,23,4,2.0,,6.0,,4.0,3.0,2.0,1.0,2.0,3.0,8.0,15.0,,5.0,1.0,2.0,1.0,85.0
29,"Lycett, Scott",5,4,10,15,1,,18.0,2.0,,1.0,3.0,,1.0,,,6.0,9.0,,1.0,2.0,1.0,,75.0
16,"Mackenzie, Eric",12,10,7,19,,,,2.0,2.0,1.0,,3.0,1.0,1.0,,5.0,15.0,1.0,,12.0,3.0,,94.0
7,"Masten, Chris",19,9,13,32,,,,2.0,2.0,7.0,1.0,,,,2.0,4.0,28.0,,,1.0,,1.0,91.0
35,"McGinnity, Patrick",5,3,2,7,1,,,7.0,,2.0,1.0,4.0,,2.0,,4.0,3.0,1.0,1.0,,,1.0,88.0
42,"McGovern, Jeremy",9,4,5,14,,,,1.0,1.0,2.0,,,1.0,,,5.0,8.0,,,4.0,,1.0,85.0
11,"Priddis, Matt",6,1,14,20,,,,7.0,1.0,1.0,7.0,2.0,5.0,1.0,,13.0,7.0,,,1.0,,,85.0
31,"Schofield, Will",8,6,3,11,,,,4.0,1.0,2.0,,1.0,1.0,,,2.0,10.0,,,6.0,1.0,,90.0
4 ↑,"Sheed, Dom",5,2,5,10,,,,2.0,1.0,4.0,3.0,3.0,,3.0,,6.0,4.0,,,,,1.0,60.0
13,"Shuey, Luke",14,7,9,23,1,3.0,1.0,3.0,1.0,4.0,5.0,2.0,3.0,1.0,,11.0,12.0,1.0,,2.0,1.0,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,102,134,342,18,11.0,39.0,75.0,22.0,53.0,40.0,33.0,28.0,16.0,6.0,116.0,222.0,7.0,13.0,43.0,13.0,15.0,
Opposition,Opposition,173,68,193,366,8,5.0,46.0,53.0,32.0,31.0,37.0,43.0,16.0,28.0,,129.0,240.0,7.0,3.0,34.0,3.0,5.0,
