Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bourke, David",2,1,3,5,,,,,,1.0,,1.0,,2.0,,4.0,3.0,,,1.0,,,
11,"Bowden, Joel",17,11,10,27,,2.0,,3.0,5.0,7.0,2.0,2.0,1.0,1.0,,10.0,16.0,2.0,1.0,,4.0,,
9,"Campbell, Wayne",23,8,14,37,2,,,,4.0,1.0,7.0,,1.0,1.0,1.0,14.0,21.0,2.0,2.0,1.0,3.0,,
6,"Chaffey, Mark",11,6,4,15,,,,1.0,2.0,3.0,4.0,,2.0,1.0,,4.0,9.0,,,2.0,,,
10,"Daffy, Nick",17,2,5,22,,2.0,,,1.0,9.0,3.0,4.0,,,,4.0,18.0,,1.0,,3.0,,
7,"Dragicevic, Marc",4,2,7,11,,1.0,,3.0,,1.0,1.0,1.0,2.0,,,7.0,5.0,,,1.0,,,
25,"Gale, Brendon",11,9,3,14,1,,23.0,1.0,4.0,,1.0,1.0,1.0,2.0,,8.0,6.0,5.0,1.0,2.0,,,
2,"Gaspar, Darren",7,3,4,11,,,1.0,1.0,3.0,,1.0,1.0,1.0,,,5.0,5.0,1.0,,2.0,,,
20,"Harrison, Ben",8,5,7,15,1,,1.0,,3.0,1.0,,2.0,,1.0,,3.0,12.0,1.0,,,1.0,,
1,"Hilton, Rory",6,4,2,8,,,,1.0,,3.0,,,,,,3.0,5.0,1.0,,,,,
16,"Holland, Ben",6,6,5,11,,,1.0,,2.0,1.0,,1.0,,2.0,,7.0,3.0,4.0,1.0,,,,
39,"Kellaway, Andrew",6,1,4,10,,2.0,,1.0,2.0,1.0,,,,,,4.0,6.0,,,2.0,,,
3,"Kellaway, Duncan",4,2,6,10,,,,1.0,,,,,1.0,,,7.0,5.0,,,,,,
33,"Knights, Matthew",16,2,8,24,,,,1.0,1.0,5.0,7.0,2.0,3.0,2.0,,10.0,16.0,,,2.0,,,
8,"Merenda, Mark",5,1,,5,,2.0,,,1.0,1.0,,2.0,3.0,,,4.0,1.0,,1.0,2.0,,,
5,"Ottens, Brad",3,3,5,8,1,,7.0,,,,1.0,,,,,5.0,3.0,1.0,2.0,,,,
14,"Plapp, Justin",4,4,1,5,,1.0,,,,2.0,,,,,,2.0,3.0,1.0,1.0,,,,
40,"Proctor, Lionel",5,1,2,7,,,,4.0,2.0,,1.0,2.0,,,,3.0,4.0,,,,,,
12,"Richardson, Matthew",14,10,1,15,3,4.0,,,,7.0,,,3.0,,,9.0,6.0,6.0,2.0,1.0,,,
4,"Rogers, Matthew",12,6,1,13,1,,,,4.0,3.0,1.0,1.0,,,,,13.0,,1.0,,3.0,,
26,"Sampson, Clay",11,4,2,13,,1.0,,,2.0,4.0,,1.0,1.0,2.0,,5.0,7.0,,1.0,2.0,,,
32,"Tivendale, Greg",7,2,2,9,1,,,1.0,2.0,3.0,,2.0,2.0,1.0,,3.0,6.0,,,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,93,96,295,10,19.0,33.0,18.0,38.0,53.0,29.0,23.0,21.0,15.0,1.0,121.0,173.0,24.0,14.0,19.0,15.0,,
Opposition,Opposition,196,89,99,295,16,16.0,24.0,25.0,35.0,64.0,36.0,17.0,15.0,21.0,5.0,110.0,181.0,14.0,17.0,20.0,13.0,,
