Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",8,5,7,15,,,,3.0,,1.0,,2.0,,,,5.0,10.0,1.0,,1.0,2.0,,87.0
32,"Briggs, Kieren",8,2,5,13,,,26.0,3.0,,3.0,3.0,4.0,2.0,1.0,,12.0,2.0,2.0,1.0,2.0,,,69.0
5,"Bruhn, Tanner",6,1,3,9,,,,7.0,,2.0,1.0,4.0,1.0,1.0,,7.0,2.0,,,1.0,1.0,,63.0
3 ↑,"Coniglio, Stephen",4,2,2,6,,2.0,,1.0,,1.0,1.0,1.0,,,,1.0,5.0,,1.0,,,,17.0
13,"Cumming, Isaac",16,12,3,19,,,,1.0,5.0,2.0,,3.0,,,,3.0,14.0,2.0,,3.0,1.0,,82.0
24,"de Boer, Matt",3,2,13,16,,,,3.0,,1.0,1.0,1.0,,,,4.0,12.0,,,1.0,,2.0,75.0
4,"Greene, Toby",15,11,5,20,1,3.0,1.0,2.0,,3.0,,5.0,1.0,2.0,,7.0,15.0,3.0,6.0,,,,89.0
19,"Haynes, Nick",9,9,3,12,,,,1.0,3.0,1.0,,,,,,3.0,11.0,,,4.0,,,86.0
27,"Himmelberg, Harry",7,4,3,10,1,,2.0,5.0,,2.0,1.0,3.0,,1.0,,7.0,3.0,2.0,1.0,2.0,,2.0,92.0
23,"Hogan, Jesse",7,4,3,10,3,1.0,,3.0,,1.0,,2.0,1.0,,,8.0,3.0,2.0,3.0,2.0,,1.0,86.0
2,"Hopper, Jacob",13,2,8,21,1,1.0,,7.0,3.0,5.0,7.0,4.0,3.0,3.0,,10.0,11.0,,,,2.0,,79.0
39,"Idun, Connor",8,5,9,17,,,,,3.0,,1.0,1.0,,,,5.0,12.0,,,2.0,,,85.0
22,"Kelly, Josh",19,1,10,29,,1.0,,5.0,2.0,10.0,5.0,3.0,3.0,,1.0,11.0,19.0,,,3.0,1.0,1.0,84.0
40,"Kennedy, Adam",7,1,4,11,,,,2.0,1.0,4.0,2.0,1.0,1.0,1.0,,4.0,7.0,,,4.0,,,82.0
38,"Lloyd, Daniel",5,3,5,10,1,1.0,,4.0,,,,3.0,,2.0,,3.0,6.0,,1.0,,,,89.0
33 ↓,"OHalloran, Xavier",5,2,4,9,1,,,1.0,1.0,1.0,,1.0,1.0,,,3.0,6.0,,,,,1.0,66.0
36,"Perryman, Harry",15,4,6,21,1,,,,5.0,4.0,1.0,1.0,1.0,,,8.0,11.0,,,2.0,,,87.0
28,"Sproule, Zach",6,3,3,9,1,,4.0,4.0,,1.0,1.0,2.0,1.0,,,4.0,6.0,,,2.0,,,64.0
42,"Stein, Jake",6,3,,6,,,,,4.0,,,1.0,1.0,,,2.0,4.0,1.0,1.0,4.0,,,77.0
14,"Taranto, Tim",16,5,13,29,,4.0,,2.0,1.0,6.0,11.0,4.0,,1.0,,16.0,12.0,,2.0,,,,81.0
15,"Taylor, Sam",9,8,4,13,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,6.0,9.0,3.0,,8.0,,,97.0
8,"Ward, Callan",15,2,13,28,2,1.0,,5.0,,7.0,8.0,1.0,3.0,1.0,3.0,14.0,14.0,,2.0,2.0,,1.0,78.0
6,"Whitfield, Lachie",13,2,8,21,,,,1.0,4.0,2.0,,2.0,,,,4.0,10.0,,,3.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,93,134,354,12,17.0,33.0,61.0,34.0,58.0,43.0,50.0,20.0,14.0,4.0,147.0,204.0,16.0,18.0,46.0,7.0,8.0,
Opposition,Opposition,217,99,125,342,11,9.0,42.0,42.0,45.0,46.0,34.0,57.0,14.0,20.0,2.0,118.0,212.0,11.0,11.0,55.0,9.0,10.0,
