Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
2,"Armstrong, Steven",18y 161d,6 (5-0-1 83.33%),2 (0.33),←,
3,"Bizzell, Clint",25y 359d,85 (38-1-46 45.29%),73 (0.86),10 (6-0-4 60.00%),1 (0.10)
20,"Broadbridge, Troy",21y 260d,23 (11-0-12 47.83%),2 (0.09),←,
25,"Brown, Nathan",25y 312d,43 (21-0-22 48.84%),14 (0.33),←,
32,"Bruce, Cameron",22y 265d,53 (29-0-24 54.72%),61 (1.15),←,
4,"Ellis, Craig",27y 18d,116 (61-1-54 53.02%),7 (0.06),9 (5-0-4 55.56%),1 (0.11)
18,"Green, Brad",21y 101d,52 (29-0-23 55.77%),83 (1.60),←,
16,"Johnstone, Travis",21y 340d,57 (27-0-30 47.37%),46 (0.81),←,
11,"Jolly, Darren",20y 228d,10 (6-0-4 60.00%),6 (0.60),←,
29,"Lamb, Chris",21y 103d,6 (3-0-3 50.00%),,←,
36,"Leoncelli, Andrew",27y 340d,118 (55-0-63 46.61%),58 (0.49),←,
23,"McDonald, James",25y 260d,85 (43-0-42 50.59%),30 (0.35),←,
9,"Neitz, David",27y 151d,192 (89-0-103 46.35%),305 (1.59),←,
24,"Robertson, Russell",23y 210d,88 (46-0-42 52.27%),124 (1.41),←,
5,"Schwarz, David",29y 333d,172 (80-1-91 46.80%),242 (1.41),←,
19,"Vardy, Peter",26y 147d,105 (54-0-51 51.43%),165 (1.57),9 (6-0-3 66.67%),15 (1.67)
42,"Walsh, Peter",25y 333d,63 (33-0-30 52.38%),13 (0.21),←,
10,"Ward, Daniel",24y 348d,56 (24-0-32 42.86%),16 (0.29),←,
45,"Whelan, Matthew",22y 221d,37 (20-0-17 54.05%),4 (0.11),←,
34,"White, Jeff",25y 123d,133 (65-0-68 48.87%),63 (0.47),101 (52-0-49 51.49%),45 (0.45)
22,"Woewodin, Shane",25y 345d,126 (58-0-68 46.03%),54 (0.43),←,
13,"Yze, Adem",24y 274d,153 (69-0-84 45.10%),111 (0.73),←,
Totals,Totals,24y 155d,1779 (866-3-910 48.68%),1479 (0.83),,
C,"Daniher, Neale",41y 127d,106 (55-0-51 51.89%),,←,
