0,1,2,3,4,5,6
←,"Round: 8 Venue: Football Park Date: Sat, 14-May-2005 7:10 PM (7:40 PM) Attendance: 42357","Round: 8 Venue: Football Park Date: Sat, 14-May-2005 7:10 PM (7:40 PM) Attendance: 42357","Round: 8 Venue: Football Park Date: Sat, 14-May-2005 7:10 PM (7:40 PM) Attendance: 42357","Round: 8 Venue: Football Park Date: Sat, 14-May-2005 7:10 PM (7:40 PM) Attendance: 42357","Round: 8 Venue: Football Park Date: Sat, 14-May-2005 7:10 PM (7:40 PM) Attendance: 42357",→
←,Adelaide,1.2.8,1.5.11,5.11.41,8.15.63,→
←,Brisbane Lions,2.0.12,7.1.43,10.3.63,11.6.72,→
←,Qrt margin,BL by 4,BL by 32,BL by 22,BL by 9,→
←,Qrt scores,BL 12-8,BL 31-3,AD 30-20,AD 22-9,→
←,Field umpires,"Martin Ellis (172), Chris Kamolins (3), Darren Morris (93)","Martin Ellis (172), Chris Kamolins (3), Darren Morris (93)","Martin Ellis (172), Chris Kamolins (3), Darren Morris (93)","Martin Ellis (172), Chris Kamolins (3), Darren Morris (93)",→
