Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",11,2,8,19,1,,,2.0,1.0,5.0,1.0,1.0,,1.0,,8.0,10.0,,1.0,1.0,,1.0,85.0
28,"Bell, Tom",7,1,8,15,2,,,7.0,,1.0,4.0,2.0,1.0,,,9.0,6.0,1.0,1.0,1.0,1.0,,78.0
21,"Bootsma, Josh",9,3,2,11,1,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,4.0,1.0,1.0,2.0,,,78.0
37,"Cachia, Jaryd",8,4,8,16,,,,10.0,,3.0,1.0,2.0,2.0,1.0,,8.0,8.0,,1.0,,,,81.0
35,"Curnow, Ed",7,4,10,17,,,,7.0,,1.0,7.0,2.0,,1.0,,10.0,7.0,1.0,,2.0,1.0,,86.0
38,"Garlett, Jeff",10,5,,10,4,1.0,,3.0,,2.0,1.0,2.0,,2.0,1.0,3.0,7.0,,3.0,2.0,,,86.0
23,"Henderson, Lachie",12,9,9,21,,,,2.0,1.0,1.0,,4.0,,3.0,,9.0,11.0,1.0,,5.0,1.0,,99.0
40,"Jamison, Michael",10,6,4,14,,,,,4.0,1.0,1.0,2.0,1.0,2.0,,5.0,8.0,1.0,,,2.0,1.0,98.0
5,"Judd, Chris",11,3,14,25,,,,4.0,2.0,4.0,3.0,,,,,8.0,18.0,1.0,,2.0,,2.0,78.0
8,"Kreuzer, Matthew",8,7,9,17,,3.0,12.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,9.0,9.0,3.0,5.0,2.0,,1.0,88.0
9,"Lucas, Kane",12,5,9,21,,1.0,,5.0,2.0,5.0,3.0,5.0,,1.0,,9.0,12.0,,1.0,,,,83.0
14,"McLean, Brock",11,5,6,17,,1.0,,5.0,,3.0,6.0,1.0,1.0,1.0,,8.0,10.0,,,1.0,,1.0,82.0
2 ↑,"Menzel, Troy",1,,,1,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,1.0,21.0
3,"Murphy, Marc",13,5,11,24,3,,,3.0,,4.0,1.0,3.0,2.0,1.0,3.0,8.0,16.0,,3.0,1.0,,2.0,83.0
12,"Robinson, Mitch",12,3,11,23,2,1.0,,4.0,,6.0,1.0,2.0,1.0,,2.0,11.0,12.0,1.0,1.0,3.0,1.0,2.0,85.0
29,"Scotland, Heath",12,3,8,20,2,,,2.0,1.0,3.0,2.0,8.0,2.0,3.0,,10.0,12.0,,1.0,,,,85.0
6,"Simpson, Kade",13,3,4,17,,,,2.0,2.0,1.0,,,2.0,,,5.0,13.0,,,4.0,4.0,1.0,90.0
42,"Tuohy, Zach",7,1,6,13,,,,2.0,3.0,1.0,1.0,,,,,7.0,6.0,,,1.0,2.0,,95.0
30 ↓,"Waite, Jarrad",10,6,2,12,1,2.0,,5.0,,6.0,,1.0,4.0,,,7.0,5.0,2.0,1.0,3.0,,,62.0
1,"Walker, Andrew",15,5,6,21,,,,4.0,3.0,2.0,1.0,2.0,,1.0,,2.0,18.0,1.0,,6.0,2.0,,89.0
11,"Warnock, Robert",2,1,5,7,,,30.0,2.0,,,2.0,1.0,1.0,1.0,,3.0,4.0,,,3.0,,,79.0
43,"White, Simon",7,5,6,13,,,,2.0,2.0,1.0,1.0,3.0,2.0,3.0,,7.0,6.0,1.0,,5.0,,1.0,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,86,146,354,16,13.0,42.0,77.0,23.0,54.0,38.0,45.0,22.0,24.0,6.0,153.0,202.0,14.0,19.0,44.0,14.0,13.0,
Opposition,Opposition,170,67,143,313,14,7.0,41.0,82.0,31.0,40.0,36.0,47.0,24.0,22.0,,124.0,187.0,10.0,7.0,33.0,11.0,9.0,
