Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",12,5,9,21,1,1.0,,2.0,,3.0,4.0,5.0,1.0,2.0,1.0,8.0,14.0,1.0,1.0,2.0,,1.0,89.0
17,"Bruce, Josh",5,3,6,11,,,1.0,2.0,,2.0,,6.0,1.0,1.0,,7.0,4.0,2.0,,2.0,,,80.0
12,"Cordy, Zaine",6,3,4,10,,,,1.0,2.0,,,1.0,2.0,,,3.0,8.0,,,2.0,,,90.0
9,"Crozier, Hayden",4,5,5,9,,,,1.0,,,,1.0,,,,,9.0,,,1.0,,,77.0
35,"Daniel, Caleb",19,3,6,25,,,,2.0,4.0,,1.0,3.0,2.0,1.0,,4.0,20.0,,,5.0,,,87.0
5,"Dunkley, Josh",7,3,15,22,1,2.0,1.0,9.0,,5.0,4.0,3.0,,1.0,3.0,12.0,9.0,1.0,1.0,2.0,,1.0,81.0
44,"English, Tim",5,3,5,10,,,23.0,4.0,2.0,,1.0,4.0,2.0,3.0,,9.0,2.0,3.0,,2.0,,,83.0
43,"Gardner, Ryan",3,3,4,7,,,,1.0,,,,3.0,,3.0,,2.0,5.0,,,6.0,,,97.0
32,"Hayes, Will",3,1,6,9,,,,1.0,,3.0,,3.0,,1.0,,5.0,4.0,,,,,,53.0
7,"Hunter, Lachie",16,2,9,25,,,,4.0,3.0,4.0,3.0,1.0,,,,8.0,16.0,,,4.0,,,88.0
39,"Johannisen, Jason",8,6,6,14,,1.0,,1.0,1.0,3.0,,,,,,2.0,13.0,,1.0,2.0,,,78.0
42,"Keath, Alex",2,3,6,8,,,,,,,,,,,,2.0,6.0,1.0,,4.0,,,96.0
21,"Liberatore, Tom",11,,10,21,,,,3.0,1.0,7.0,6.0,3.0,1.0,2.0,,11.0,9.0,,,,,,74.0
22,"Lloyd, Sam",7,2,5,12,1,1.0,,2.0,1.0,4.0,2.0,1.0,2.0,1.0,,5.0,8.0,,1.0,,,,75.0
11,"Macrae, Jack",10,2,19,29,,,,3.0,1.0,5.0,5.0,2.0,1.0,2.0,2.0,8.0,22.0,,,2.0,,,84.0
16,"McLean, Toby",5,,15,20,,1.0,,9.0,,2.0,2.0,3.0,1.0,1.0,,7.0,13.0,,,,,1.0,97.0
33,"Naughton, Aaron",3,3,1,4,,2.0,,,,2.0,,1.0,,1.0,,3.0,1.0,2.0,2.0,2.0,,,83.0
20,"Richards, Ed",3,,2,5,,,,1.0,,1.0,,1.0,,,,2.0,3.0,,,,1.0,,78.0
6,"Smith, Bailey",9,1,15,24,,,,3.0,1.0,2.0,6.0,1.0,,,,9.0,15.0,,,1.0,,,73.0
37,"Smith, Roarke",5,4,4,9,1,,,,,,,1.0,1.0,,,2.0,7.0,,,1.0,,,74.0
3,"Wallis, Mitch",4,2,6,10,2,2.0,,,,,,2.0,2.0,1.0,,7.0,3.0,,2.0,,,,89.0
34,"Williams, Bailey",10,5,5,15,,,,,2.0,2.0,,2.0,,2.0,,3.0,12.0,,,3.0,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,157,59,163,320,6,13.0,25.0,49.0,18.0,45.0,34.0,47.0,16.0,22.0,6.0,119.0,203.0,10.0,8.0,41.0,1.0,3.0,
Opposition,Opposition,175,80,86,261,7,5.0,34.0,35.0,37.0,27.0,30.0,34.0,22.0,16.0,,99.0,158.0,8.0,10.0,35.0,4.0,7.0,
