Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 334d,235 (131-2-102 56.17%),310 (1.32),43 (7-0-36 16.28%),48 (1.12)
31,"Allen, Jackson",19y 364d,2 (1-0-1 50.00%),,←,
11,"Bennell, Harley",20y 193d,39 (6-0-33 15.38%),43 (1.10),←,
3,"Brennan, Jared",28y 259d,161 (61-3-97 38.82%),93 (0.58),42 (6-0-36 14.29%),18 (0.43)
36,"Broughton, Greg",26y 196d,70 (30-0-40 42.86%),16 (0.23),2 (1-0-1 50.00%),1 (0.50)
12,"Day, Sam",20y 219d,25 (3-0-22 12.00%),15 (0.60),←,
23,"Dixon, Charlie",22y 202d,25 (6-0-19 24.00%),15 (0.60),←,
33,"Hall, Aaron",22y 155d,11 (3-0-8 27.27%),12 (1.09),←,
5,"Harbrow, Jarrod",24y 269d,108 (47-1-60 43.98%),26 (0.24),38 (7-0-31 18.42%),5 (0.13)
7,"Hunt, Karmichael",26y 147d,37 (4-0-33 10.81%),4 (0.11),←,
34,"Hutchins, Jack",21y 52d,8 (2-0-6 25.00%),1 (0.13),←,
32,"Matera, Brandon",21y 33d,32 (6-0-26 18.75%),29 (0.91),←,
17,"May, Steven",21y 93d,20 (3-0-17 15.00%),8 (0.40),←,
1,"OMeara, Jaeger",19y 49d,3 (1-0-2 33.33%),1 (0.33),←,
35,"Rischitelli, Michael",27y 95d,149 (54-3-92 37.25%),64 (0.43),38 (5-0-33 13.16%),17 (0.45)
8,"Russell, Luke",21y 79d,28 (2-0-26 7.14%),14 (0.50),←,
26,"Shaw, Matt",21y 67d,37 (6-0-31 16.22%),14 (0.38),←,
2,"Smith, Zac",23y 50d,39 (5-0-34 12.82%),20 (0.51),←,
24,"Swallow, David",20y 145d,36 (6-0-30 16.67%),19 (0.53),←,
16,"Thompson, Rory",22y 32d,16 (2-0-14 12.50%),3 (0.19),←,
14,"Warnock, Matthew",29y 10d,80 (15-1-64 19.38%),1 (0.01),25 (4-0-21 16.00%),
38,"Wilkinson, Joel",21y 135d,19 (2-0-17 10.53%),1 (0.05),←,
Totals,Totals,23y 61d,1180 (396-10-774 33.56%),709 (0.60),,
C,"McKenna, Guy",43y 337d,47 (7-0-40 14.89%),,←,
