Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
49,"Betheras, Rupert",11,6,11,22,1,1.0,,7.0,1.0,3.0,6.0,2.0,3.0,1.0,,13.0,8.0,2.0,2.0,1.0,,,
26,"Brown, Gavin",7,3,4,11,3,,,2.0,,4.0,,,1.0,,,8.0,3.0,1.0,2.0,,,,
5,"Buckley, Nathan",24,2,8,32,,,,3.0,2.0,10.0,11.0,4.0,,,,15.0,18.0,,,3.0,1.0,,
17,"Burns, Scott",13,4,14,27,1,,,3.0,5.0,2.0,5.0,4.0,3.0,2.0,,12.0,14.0,1.0,,2.0,,,
19,"Davis, Nick",11,4,7,18,,1.0,,,2.0,2.0,1.0,3.0,2.0,1.0,,8.0,11.0,,,1.0,,,
9,"Freeborn, Glenn",6,5,8,14,,,,1.0,,3.0,,1.0,,,,5.0,9.0,,,1.0,,,
38,"Jacotine, Craig",3,,3,6,1,,,1.0,,,,1.0,,,,3.0,3.0,,,,,,
40,"King, Clinton",8,3,8,16,,,,1.0,1.0,3.0,3.0,3.0,,,,5.0,11.0,,,1.0,,,
30,"Kinnear, Ben",7,,3,10,,,1.0,,3.0,1.0,1.0,2.0,,1.0,,3.0,8.0,,,1.0,,,
33,"Lane, Tyson",18,8,5,23,2,,,,5.0,6.0,1.0,1.0,,1.0,,3.0,20.0,,1.0,2.0,,,
32,"Licuria, Paul",9,4,2,11,,1.0,,,,5.0,1.0,,,2.0,,2.0,9.0,1.0,,1.0,,,
24,"Lockyer, Tarkyn",6,2,3,9,,,,1.0,1.0,1.0,,1.0,,,,3.0,6.0,,,2.0,,,
48,"Michael, Mal",5,3,7,12,,,,,3.0,1.0,,2.0,2.0,,,3.0,8.0,,,,2.0,,
1,"Monkhorst, Damian",6,2,6,12,,,14.0,,3.0,1.0,2.0,3.0,2.0,,,3.0,9.0,,,,,,
2,"Orchard, Mark",4,,1,5,,,,,,3.0,,1.0,,1.0,,1.0,5.0,,,,,,
6,"Patterson, Stephen",8,3,13,21,1,,,,1.0,3.0,2.0,6.0,1.0,1.0,,9.0,14.0,,,,,,
35,"Prestigiacomo, Simon",4,3,7,11,,,,,2.0,,,,,,,8.0,3.0,2.0,,3.0,,,
23,"Rocca, Anthony",5,2,6,11,,,14.0,2.0,2.0,,1.0,2.0,,,,5.0,6.0,,,,,,
36,"Rocca, Saverio",8,10,3,11,4,3.0,2.0,,,,,2.0,,,,6.0,5.0,5.0,9.0,,,,
12,"Schauble, Andrew",,1,2,2,,,,1.0,1.0,,,,,,,1.0,2.0,,,,,,
22,"Wild, Jason",8,3,10,18,1,1.0,,,1.0,2.0,4.0,4.0,,,,5.0,14.0,,,,1.0,,
10,"Williams, Paul",12,3,8,20,,,,1.0,5.0,5.0,3.0,3.0,2.0,,,8.0,14.0,,,2.0,2.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,71,139,322,14,10.0,31.0,23.0,38.0,55.0,41.0,45.0,16.0,10.0,,129.0,200.0,12.0,14.0,20.0,6.0,,
Opposition,Opposition,219,105,151,370,22,13.0,30.0,32.0,40.0,66.0,44.0,41.0,10.0,16.0,6.0,137.0,230.0,24.0,24.0,25.0,34.0,,
