Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
37,"Callinan, Ian",29y 221d,18 (12-0-6 66.67%),26 (1.44),←,
32,"Dangerfield, Patrick",22y 114d,81 (42-0-39 51.85%),83 (1.02),←,
11,"Doughty, Michael",32y 358d,223 (130-0-93 58.30%),46 (0.21),←,
26,"Douglas, Richard",25y 173d,106 (54-0-52 50.94%),73 (0.69),←,
20,"Jenkins, Josh",23y 171d,8 (6-0-2 75.00%),8 (1.00),←,
18,"Johncock, Graham",29y 281d,217 (119-0-98 54.84%),106 (0.49),←,
14,"Mackay, David",24y 3d,79 (48-0-31 60.76%),23 (0.29),←,
35,"McKernan, Shaun",21y 331d,23 (9-0-14 39.13%),13 (0.57),←,
23,"Petrenko, Jared",22y 219d,51 (22-0-29 43.14%),29 (0.57),←,
40,"Porplyzia, Jason",27y 244d,104 (63-0-41 60.58%),161 (1.55),←,
3,"Reilly, Brent",28y 259d,173 (95-0-78 54.91%),49 (0.28),←,
25,"Rutten, Ben",29y 61d,186 (108-0-78 58.06%),8 (0.04),←,
9,"Sloane, Rory",22y 133d,50 (27-0-23 54.00%),33 (0.66),←,
33,"Smith, Brodie",20y 196d,29 (17-0-12 58.62%),5 (0.17),←,
15,"Symes, Brad",27y 143d,80 (39-0-41 48.75%),8 (0.10),60 (31-0-29 51.67%),6 (0.10)
12,"Talia, Daniel",20y 300d,26 (17-0-9 65.38%),,←,
6,"Thompson, Luke",21y 171d,12 (2-0-10 16.67%),2 (0.17),←,
5,"Thompson, Scott",29y 136d,215 (120-0-95 55.81%),136 (0.63),176 (102-0-74 57.95%),119 (0.68)
7,"van Berlo, Nathan",26y 52d,155 (89-0-66 57.42%),50 (0.32),←,
17,"Vince, Bernie",26y 300d,101 (55-0-46 54.46%),64 (0.63),←,
13,"Walker, Taylor",22y 94d,57 (29-0-28 50.88%),127 (2.23),←,
47,"Wright, Matthew",22y 227d,33 (17-0-16 51.52%),29 (0.88),←,
Totals,Totals,25y 124d,2027 (1120-0-907 55.25%),1079 (0.53),,
C,"Sanderson, Brenton",38y 152d,17 (13-0-4 76.47%),,←,
