Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",27y 258d,95 (51-0-44 53.68%),5 (0.05),31 (22-0-9 70.97%),
15,"Amon, Karl",26y 275d,112 (67-0-45 59.82%),49 (0.44),←,
10,"Boak, Travis",33y 293d,316 (163-1-152 51.74%),190 (0.60),←,
3,"Burton, Ryan",25y 110d,105 (62-1-42 59.52%),11 (0.10),58 (37-0-21 63.79%),6 (0.10)
18,"Butters, Zak",21y 255d,58 (35-0-23 60.34%),32 (0.55),←,
33,"Byrne-Jones, Darcy",26y 243d,139 (82-0-57 58.99%),7 (0.05),←,
17,"Clurey, Tom",28y 59d,117 (71-0-46 60.68%),,←,
28,"Drew, Willem",23y 232d,44 (27-0-17 61.36%),8 (0.18),←,
43,"Dumont, Trent",26y 325d,119 (43-1-75 36.55%),27 (0.23),6 (3-0-3 50.00%),1 (0.17)
24,"Farrell, Kane",23y 65d,37 (23-0-14 62.16%),32 (0.86),←,
11,"Finlayson, Jeremy",26y 101d,74 (40-3-31 56.08%),102 (1.38),8 (4-0-4 50.00%),12 (1.50)
45,"Frederick, Martin",22y 4d,11 (6-0-5 54.55%),2 (0.18),←,
19,"Georgiades, Mitch",20y 235d,38 (25-0-13 65.79%),50 (1.32),←,
9,"Gray, Robbie",34y 52d,262 (137-0-125 52.29%),363 (1.39),←,
25,"Hayes, Sam",22y 346d,6 (4-0-2 66.67%),,←,
5,"Houston, Dan",25y 9d,110 (69-0-41 62.73%),23 (0.21),←,
1,"Jonas, Tom",31y 132d,191 (107-1-83 56.28%),1 (0.01),←,
34,"Jones, Lachie",20y 42d,14 (8-0-6 57.14%),1 (0.07),←,
4,"Marshall, Todd",23y 225d,65 (45-0-20 69.23%),76 (1.17),←,
6,"Motlop, Steven",31y 70d,213 (136-2-75 64.32%),228 (1.07),78 (46-0-32 58.97%),53 (0.68)
2,"Powell-Pepper, Sam",24y 133d,102 (63-0-39 61.76%),58 (0.57),←,
20,"Rozee, Connor",22y 119d,69 (43-0-26 62.32%),62 (0.90),←,
16,"Wines, Ollie",27y 226d,191 (112-0-79 58.64%),85 (0.45),←,
Totals,Totals,25y 324d,2488 (1419-9-1060 57.03%),1412 (0.57),,
C,"Hinkley, Ken",55y 233d,212 (125-0-87 58.96%),,←,
