St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",24y 358d,81 (39-1-41 48.77%),55 (0.68),←,
26,"Dal Santo, Nick",29y 107d,249 (142-5-102 58.03%),136 (0.55),←,
24,"Dempster, Sean",29y 140d,149 (85-3-61 58.05%),17 (0.11),95 (50-3-42 54.21%),9 (0.09)
8,"Dennis-Lane, Trent",24y 283d,23 (13-0-10 56.52%),34 (1.48),4 (0-0-4 0.00%),4 (1.00)
38,"Dunell, Sam",23y 108d,6 (3-0-3 50.00%),1 (0.17),←,
14,"Geary, Jarryn",24y 351d,83 (51-0-32 61.45%),15 (0.18),←,
33,"Gwilt, James",26y 302d,102 (61-3-38 61.27%),19 (0.19),←,
4,"Jones, Clinton",29y 127d,122 (76-4-42 63.93%),30 (0.25),←,
37,"Maister, Beau",27y 81d,40 (14-0-26 35.00%),26 (0.65),17 (9-0-8 52.94%),25 (1.47)
5,"McEvoy, Ben",23y 333d,80 (48-2-30 61.25%),22 (0.28),←,
44,"Milne, Stephen",33y 93d,268 (143-5-120 54.29%),564 (2.10),←,
11,"Montagna, Leigh",29y 219d,201 (120-4-77 60.70%),119 (0.59),←,
16,"Newnes, Jack",20y 105d,16 (7-0-9 43.75%),1 (0.06),←,
22,"Ray, Farren",27y 78d,165 (94-4-67 58.18%),50 (0.30),90 (59-3-28 67.22%),18 (0.20)
12,"Riewoldt, Nick",30y 235d,249 (133-5-111 54.42%),550 (2.21),←,
17,"Roberton, Dylan",21y 353d,48 (24-0-24 50.00%),7 (0.15),11 (2-0-9 18.18%),2 (0.18)
6,"Ross, Sebastian",20y 33d,9 (2-0-7 22.22%),1 (0.11),←,
21,"Saad, Ahmed",23y 243d,27 (11-0-16 40.74%),41 (1.52),←,
35,"Saunders, Josh",18y 282d,3 (0-0-3 0.00%),,←,
28,"Stanley, Rhys",22y 190d,32 (16-0-16 50.00%),20 (0.63),←,
3,"Steven, Jack",23y 73d,62 (30-1-31 49.19%),47 (0.76),←,
29,"Webster, Jimmy",19y 346d,5 (1-0-4 20.00%),1 (0.20),←,
Totals,Totals,25y 86d,2020 (1113-37-870 55.10%),1756 (0.87),,
C,"Watters, Scott",44y 135d,33 (14-0-19 42.42%),,←,
