Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",16,6,2,18,1,,,2.0,3.0,1.0,1.0,,2.0,,,5.0,14.0,,,,,,68.0
16,"Brown, Leigh",7,3,8,15,2,,,,,2.0,,2.0,1.0,2.0,,3.0,13.0,2.0,1.0,2.0,1.0,,93.0
24,"Firrito, Michael",6,3,7,13,,,1.0,3.0,3.0,,,,1.0,,,4.0,8.0,,,1.0,,,97.0
38,"Gibson, Josh",6,3,6,12,,,,4.0,3.0,1.0,,2.0,1.0,2.0,,5.0,7.0,1.0,,3.0,1.0,,86.0
6,"Grant, Shannon",12,8,4,16,2,2.0,,1.0,1.0,7.0,,,,,,3.0,13.0,1.0,2.0,,,,88.0
15,"Green, Kasey",5,5,6,11,,1.0,,,1.0,1.0,,1.0,,1.0,,2.0,9.0,,1.0,1.0,,1.0,82.0
31,"Hale, David",2,2,2,4,,,4.0,2.0,,,2.0,1.0,2.0,1.0,,3.0,2.0,,1.0,1.0,,1.0,63.0
39,"Harding, Leigh",8,4,3,11,3,,,2.0,,2.0,1.0,3.0,3.0,,,8.0,3.0,3.0,2.0,,2.0,1.0,66.0
4,"Harris, Daniel",14,3,7,21,,,,8.0,3.0,1.0,9.0,4.0,5.0,1.0,,14.0,8.0,,,,,,75.0
29,"Harvey, Brent",12,2,9,21,2,,,5.0,,4.0,3.0,1.0,1.0,,1.0,9.0,13.0,,1.0,1.0,3.0,,86.0
2,"Hay, Jonathan",4,3,2,6,,,3.0,,,,,3.0,,2.0,,1.0,4.0,,,2.0,,,85.0
21,"Jones, Corey",14,6,4,18,2,2.0,,1.0,1.0,7.0,2.0,,2.0,,,7.0,10.0,2.0,2.0,,3.0,1.0,85.0
1,"McIntosh, Hamish",8,4,5,13,,,4.0,1.0,,4.0,3.0,1.0,2.0,,,4.0,9.0,,,3.0,1.0,,46.0
20,"Petrie, Drew",7,2,4,11,1,,5.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,,6.0,6.0,,,5.0,1.0,,83.0
30,"Pratt, Daniel",8,6,7,15,,1.0,,1.0,3.0,3.0,2.0,,1.0,,,6.0,9.0,,1.0,1.0,2.0,1.0,88.0
3,"Rawlings, Brady",10,2,10,20,1,,,1.0,2.0,5.0,3.0,1.0,1.0,,,9.0,11.0,,,1.0,,,91.0
7,"Simpson, Adam",17,6,13,30,,,2.0,2.0,2.0,4.0,7.0,4.0,3.0,1.0,3.0,11.0,18.0,1.0,,5.0,,1.0,71.0
9,"Sinclair, Jess",8,4,5,13,,,,1.0,5.0,1.0,,2.0,,1.0,,1.0,11.0,,,2.0,1.0,1.0,82.0
23,"Thompson, Nathan",8,6,2,10,1,1.0,,,,1.0,,2.0,,1.0,,4.0,6.0,,3.0,,,,93.0
12,"Thurley, Cameron",9,4,1,10,,1.0,,3.0,,4.0,,,2.0,,,3.0,6.0,1.0,2.0,2.0,,,82.0
36,"Watt, Shannon",5,2,8,13,,,,,2.0,1.0,,,2.0,,,8.0,5.0,,,2.0,1.0,1.0,95.0
8,"Wells, Daniel",12,3,9,21,4,,,4.0,3.0,4.0,4.0,4.0,,,,9.0,11.0,,1.0,2.0,4.0,,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,87,124,322,19,14.0,19.0,47.0,33.0,55.0,38.0,35.0,32.0,14.0,4.0,125.0,196.0,11.0,17.0,34.0,20.0,8.0,
Opposition,Opposition,182,99,135,317,13,9.0,36.0,36.0,38.0,46.0,28.0,57.0,16.0,31.0,2.0,113.0,207.0,12.0,14.0,47.0,12.0,5.0,
