Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",22y 96d,37 (16-0-21 43.24%),14 (0.38),←,
32,"Bugg, Tomas",25y 10d,96 (33-0-63 34.38%),34 (0.35),31 (16-0-15 51.61%),18 (0.58)
31,"Fritsch, Bayley",21y 130d,4 (2-0-2 50.00%),4 (1.00),←,
17,"Frost, Sam",24y 230d,58 (23-0-35 39.66%),8 (0.14),37 (18-0-19 48.65%),6 (0.16)
36,"Garlett, Jeff",28y 255d,171 (86-1-84 50.58%),302 (1.77),64 (29-0-35 45.31%),119 (1.86)
11,"Gawn, Max",26y 106d,78 (28-0-50 35.90%),39 (0.50),←,
4,"Harmes, James",22y 192d,48 (23-0-25 47.92%),29 (0.60),←,
14,"Hibberd, Michael",28y 102d,106 (52-1-53 49.53%),12 (0.11),22 (12-0-10 54.55%),1 (0.05)
1,"Hogan, Jesse",23y 62d,55 (22-0-33 40.00%),115 (2.09),←,
39,"Jetta, Neville",28y 62d,120 (39-2-79 33.33%),24 (0.20),←,
2,"Jones, Nathan",30y 85d,243 (69-3-171 29.01%),118 (0.49),←,
16,"Kent, Dean",24y 50d,60 (18-0-42 30.00%),62 (1.03),←,
8,"Lever, Jake",22y 41d,60 (40-0-20 66.67%),3 (0.05),4 (2-0-2 50.00%),
6,"Lewis, Jordan",31y 356d,287 (183-1-103 63.94%),151 (0.53),23 (14-0-9 60.87%),6 (0.26)
28,"McDonald, Oscar",22y 28d,41 (22-0-19 53.66%),,←,
18,"Melksham, Jake",26y 229d,137 (65-1-71 47.81%),78 (0.57),23 (13-0-10 56.52%),21 (0.91)
30,"Neal-Bullen, Alex",22y 96d,38 (18-0-20 47.37%),27 (0.71),←,
13,"Oliver, Clayton",20y 267d,39 (21-0-18 53.85%),13 (0.33),←,
5,"Petracca, Christian",22y 101d,43 (21-0-22 48.84%),40 (0.93),←,
3,"Salem, Christian",22y 274d,50 (19-0-31 38.00%),14 (0.28),←,
23,"Vince, Bernie",32y 195d,216 (99-0-117 45.83%),113 (0.52),87 (31-0-56 35.63%),33 (0.38)
42,"Wagner, Josh",23y 295d,27 (13-0-14 48.15%),2 (0.07),←,
Totals,Totals,25y 32d,2014 (912-9-1093 45.28%),1202 (0.60),,
C,"Goodwin, Simon",41y 110d,27 (14-0-13 51.85%),,26 (14-0-12 53.85%),
