Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",15,5,7,22,,,,1.0,,,,,1.0,,,,,,,,,,
32,"Baldwin, Jason",9,2,3,12,,1.0,,,,,,,1.0,3.0,,,,,,,,,
34,"Boyd, Brad",7,,7,14,,,,2.0,,,,,,1.0,,,,,,,,,
31,"Dent, Matthew",7,3,4,11,,,,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Dunstan, Michael",2,,,2,,,,,,,,,,,,,,,,,,,
6,"Guard, Jeremy",8,3,5,13,,,1.0,2.0,,,,,2.0,,,,,,,,,,
17,"Hawking, Simon",6,1,,6,,,,,,,,,2.0,1.0,,,,,,,,,
2,"Johnson, Chris",9,3,5,14,2,2.0,,1.0,,,,,1.0,,,,,,,,,,
29,"Lyon, Ross",8,4,6,14,1,,,2.0,,,,,1.0,,,,,,,,,,
30,"Manson, James",2,,,2,,,2.0,,,,,,,,,,,,,,,,
25,"McCarthy, John",8,6,3,11,2,2.0,,2.0,,,,,,,,,,,,,,,
11,"McGregor, Anthony",14,5,7,21,,1.0,,1.0,,,,,3.0,,,,,,,,,,
7,"Molloy, Jarrod",3,1,5,8,,,1.0,,,,,,,,,,,,,,,,
43,"Morton, Danny",3,3,5,8,,,,,,,,,,5.0,,,,,,,,,
1,"Roos, Paul",14,6,6,20,,1.0,,1.0,,,,,1.0,,,,,,,,,,
9,"Sartori, Peter",9,6,6,15,,,8.0,1.0,,,,,3.0,5.0,3.0,,,,,,,,
21,"Sporn, Kieran",8,1,5,13,,,,,,,,,3.0,1.0,,,,,,,,,
22,"Stretch, Steven",8,7,5,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Wheildon, Darren",5,4,2,7,1,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Wynd, Jim",24,4,8,32,2,2.0,,1.0,,,,,1.0,2.0,2.0,,,,,,,,
16,"Zanotti, Mark",9,5,5,14,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,69,94,272,8,14.0,13.0,19.0,,,,,22.0,21.0,5.0,,,,,,,,
Opposition,Opposition,187,75,115,302,11,9.0,28.0,45.0,,,,,21.0,22.0,1.0,,,,,,,,
