Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
16,"Bone, Randall",23y 277d,26 (14-0-12 53.85%),17 (0.65),14 (6-0-8 42.86%),4 (0.29)
17,"Chick, Daniel",21y 188d,42 (19-1-22 46.43%),41 (0.98),←,
23,"Crawford, Justin",20y 150d,32 (18-1-13 57.81%),28 (0.88),15 (7-0-8 46.67%),17 (1.13)
9,"Crawford, Shane",22y 342d,91 (46-1-44 51.10%),74 (0.81),←,
32,"Dixon, Ben",20y 64d,10 (6-0-4 60.00%),8 (0.80),←,
34,"Graham, Mark",24y 157d,82 (36-1-45 44.51%),25 (0.30),←,
5,"Harford, Daniel",20y 151d,53 (22-0-31 41.51%),23 (0.43),←,
26,"Hay, Jonathan",18y 4d,4 (0-0-4 0.00%),2 (0.50),←,
2,"Holland, Nick",23y 19d,53 (23-1-29 44.34%),59 (1.11),←,
11,"Kappler, Darren",32y 206d,174 (58-1-115 33.62%),145 (0.83),28 (13-1-14 48.21%),20 (0.71)
14,"Krummel, Brendan",25y 54d,40 (20-0-20 50.00%),20 (0.50),30 (14-0-16 46.67%),17 (0.57)
24,"Langford, Chris",34y 227d,301 (205-2-94 68.44%),32 (0.11),←,
12,"Lawrence, Stephen",28y 117d,140 (80-0-60 57.14%),29 (0.21),←,
37,"Lekkas, Angelo",21y 49d,23 (9-0-14 39.13%),2 (0.09),←,
15,"Lord, Aaron",22y 27d,52 (31-1-20 60.58%),35 (0.67),20 (8-0-12 40.00%),16 (0.80)
44,"Platten, John",34y 153d,256 (165-1-90 64.65%),227 (0.89),←,
10,"Robran, Jonathon",24y 300d,37 (16-0-21 43.24%),1 (0.03),←,
28,"Scott, Brad",21y 106d,20 (8-0-12 40.00%),6 (0.30),←,
21,"Stevenson, Shayne",27y 66d,45 (12-1-32 27.78%),39 (0.87),34 (12-1-21 36.76%),30 (0.88)
6,"Taylor, Richard",24y 34d,51 (23-1-27 46.08%),21 (0.41),←,
30,"Woods, Tony",28y 46d,91 (39-1-51 43.41%),22 (0.24),60 (23-1-36 39.17%),12 (0.20)
Totals,Totals,24y 252d,1623 (850-13-760 52.37%),856 (0.53),,
C,"Judge, Ken",39y 214d,43 (19-1-23 45.35%),,←,
