West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",8,4,2,10,1,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,3.0,3.0,2.0,,,,
6,"Banfield, Drew",15,4,6,21,,,,,3.0,5.0,6.0,4.0,,1.0,,7.0,13.0,,,1.0,,,
45,"Bellotti, Laurie",1,2,2,3,1,,2.0,3.0,,,,,1.0,,,1.0,2.0,,1.0,1.0,,,
10,"Braun, Michael",7,3,5,12,,,,1.0,2.0,,2.0,1.0,4.0,,,6.0,7.0,,1.0,,1.0,,
9,"Cousins, Ben",12,5,15,27,,1.0,,3.0,1.0,2.0,5.0,3.0,,,,13.0,14.0,2.0,,,1.0,,
14,"Cummings, Scott",2,1,1,3,1,,,,,,,,,1.0,,2.0,2.0,,1.0,1.0,,,
32,"Embley, Andrew",2,,,2,,1.0,,,1.0,,,,,,,,2.0,,,,,,
19,"Gardiner, Michael",9,5,7,16,1,,17.0,,3.0,6.0,3.0,3.0,1.0,1.0,,6.0,10.0,1.0,1.0,2.0,,,
27,"Jakovich, Glen",21,8,5,26,,,8.0,,6.0,3.0,3.0,5.0,1.0,3.0,,10.0,18.0,3.0,,2.0,1.0,,
31,"Jones, Rowan",2,1,1,3,,,,3.0,,,,3.0,1.0,,,2.0,2.0,,,1.0,,,
2,"Kemp, Dean",11,4,4,15,,,,3.0,1.0,5.0,1.0,1.0,,,,7.0,7.0,,,3.0,,,
30,"Matera, Peter",13,5,4,17,,1.0,,2.0,2.0,3.0,2.0,1.0,,1.0,,5.0,12.0,,,1.0,,,
33,"Matera, Phillip",7,3,1,8,2,1.0,,2.0,,3.0,,,1.0,1.0,,4.0,4.0,,2.0,,,,
11,"McIntosh, Ashley",9,4,2,11,,,,,6.0,,,,,,,4.0,6.0,1.0,,,2.0,,
17,"McKenna, Guy",8,6,13,21,,,,1.0,3.0,,1.0,1.0,1.0,1.0,,8.0,11.0,2.0,,3.0,2.0,,
8,"Metropolis, Daniel",6,4,5,11,,,,2.0,1.0,2.0,,,1.0,,,3.0,7.0,,,2.0,,,
5,"Morrison, Chad",9,3,3,12,1,,,2.0,3.0,4.0,1.0,1.0,,,,4.0,8.0,,,,3.0,,
36,"Read, Phillip",20,6,6,26,,,,1.0,3.0,2.0,,4.0,1.0,3.0,,6.0,18.0,,1.0,,,,
42,"Rintoul, Chad",,,2,2,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,
12,"White, Mitchell",9,6,5,14,,,,2.0,,6.0,,2.0,2.0,2.0,,4.0,13.0,2.0,,1.0,,,
37,"Williams, Andrew",7,5,4,11,,,,1.0,1.0,1.0,3.0,1.0,,1.0,,4.0,6.0,1.0,1.0,1.0,,,
44,"Wirrpanda, David",15,7,7,22,,,,1.0,5.0,1.0,2.0,2.0,4.0,,,9.0,13.0,1.0,,2.0,3.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,86,100,293,7,6.0,28.0,28.0,42.0,44.0,30.0,33.0,19.0,17.0,,111.0,179.0,16.0,10.0,22.0,13.0,,
Opposition,Opposition,227,103,105,332,9,14.0,34.0,23.0,32.0,58.0,42.0,30.0,17.0,19.0,6.0,143.0,199.0,24.0,12.0,24.0,10.0,,
