Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
2,"Armstrong, Steven",19y 182d,24 (14-0-10 58.33%),11 (0.46),←,
3,"Bizzell, Clint",27y 15d,112 (49-1-62 44.20%),78 (0.70),37 (17-0-20 45.95%),6 (0.16)
25,"Brown, Nathan",26y 333d,67 (32-0-35 47.76%),19 (0.28),←,
32,"Bruce, Cameron",23y 286d,78 (40-0-38 51.28%),89 (1.14),←,
35,"Ferguson, Ryan",21y 287d,13 (5-0-8 38.46%),1 (0.08),←,
30,"Godfrey, Simon",22y 268d,39 (18-0-21 46.15%),4 (0.10),←,
18,"Green, Brad",22y 122d,77 (39-0-38 50.65%),121 (1.57),←,
1,"Heffernan, Chris",24y 165d,112 (72-1-39 64.73%),44 (0.39),15 (5-0-10 33.33%),6 (0.40)
16,"Johnstone, Travis",22y 361d,81 (38-0-43 46.91%),64 (0.79),←,
11,"Jolly, Darren",21y 249d,34 (16-0-18 47.06%),11 (0.32),←,
36,"Leoncelli, Andrew",28y 361d,145 (66-0-79 45.52%),66 (0.46),←,
23,"McDonald, James",26y 281d,107 (52-0-55 48.60%),32 (0.30),←,
37,"Miller, Brad",20y 7d,15 (6-0-9 40.00%),,←,
9,"Neitz, David",28y 172d,219 (100-0-119 45.66%),412 (1.88),←,
8,"Nicholson, Alistair",25y 131d,69 (35-0-34 50.72%),3 (0.04),←,
24,"Robertson, Russell",24y 231d,115 (57-0-58 49.57%),175 (1.52),←,
42,"Walsh, Peter",26y 354d,84 (43-0-41 51.19%),22 (0.26),←,
10,"Ward, Daniel",26y 4d,80 (34-0-46 42.50%),23 (0.29),←,
45,"Whelan, Matthew",23y 242d,61 (29-0-32 47.54%),7 (0.11),←,
34,"White, Jeff",26y 144d,156 (75-0-81 48.08%),72 (0.46),124 (62-0-62 50.00%),54 (0.44)
26,"Williams, Luke",23y 196d,39 (18-0-21 46.15%),7 (0.18),←,
13,"Yze, Adem",25y 295d,180 (80-0-100 44.44%),127 (0.71),←,
Totals,Totals,24y 196d,1907 (918-2-987 48.14%),1388 (0.73),,
C,"Daniher, Neale",42y 148d,133 (66-0-67 49.62%),,←,
