Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",27y 108d,200 (134-1-65 67.25%),28 (0.14),←,
22,"Breust, Luke",24y 186d,98 (79-0-19 80.61%),190 (1.94),←,
9,"Burgoyne, Shaun",32y 207d,276 (188-1-87 68.30%),236 (0.86),119 (91-1-27 76.89%),65 (0.55)
18,"Ceglar, Jonathon",24y 91d,24 (18-0-6 75.00%),12 (0.50),←,
8,"Duryea, Taylor",24y 22d,48 (38-0-10 79.17%),8 (0.17),←,
12,"Frawley, James",26y 238d,142 (36-1-105 25.70%),18 (0.13),3 (2-0-1 66.67%),
6,"Gibson, Josh",31y 64d,171 (108-2-61 63.74%),2 (0.01),106 (79-1-26 75.00%),
19,"Gunston, Jack",23y 212d,86 (62-0-24 72.09%),179 (2.08),72 (57-0-15 79.17%),159 (2.21)
20,"Hale, David",30y 359d,220 (128-2-90 58.64%),206 (0.94),91 (72-0-19 79.12%),87 (0.96)
40,"Hartung, Billy",20y 112d,12 (8-0-4 66.67%),8 (0.67),←,
10,"Hill, Bradley",21y 311d,57 (46-0-11 80.70%),35 (0.61),←,
29,"Langford, Will",22y 317d,27 (20-0-7 74.07%),11 (0.41),←,
31,"Dewar, Angus",22y 216d,14 (13-0-1 92.86%),,←,
5,"Mitchell, Sam",32y 216d,267 (160-1-106 60.11%),66 (0.25),←,
28,"Puopolo, Paul",27y 165d,94 (75-0-19 79.79%),79 (0.84),←,
33,"Rioli, Cyril",25y 306d,140 (96-1-43 68.93%),188 (1.34),←,
2,"Roughead, Jarryd",28y 113d,214 (137-1-76 64.25%),461 (2.15),←,
25,"Schoenmakers, Ryan",24y 189d,82 (51-0-31 62.20%),15 (0.18),←,
26,"Shiels, Liam",24y 17d,106 (79-0-27 74.53%),31 (0.29),←,
32,"Simpkin, Jonathan",27y 200d,37 (30-0-7 81.08%),16 (0.43),33 (28-0-5 84.85%),15 (0.45)
24,"Stratton, Ben",26y 76d,99 (70-1-28 71.21%),1 (0.01),←,
4,"Suckling, Matt",26y 295d,84 (60-0-24 71.43%),37 (0.44),←,
Totals,Totals,26y 67d,2498 (1636-11-851 65.49%),1827 (0.73),,
C,"Clarkson, Alastair",47y 19d,240 (148-1-91 61.88%),,←,
