Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Acres, Blake",16,10,6,22,1,,,5.0,,5.0,1.0,3.0,,2.0,,6.0,17.0,1.0,1.0,2.0,,1.0,83.0
11,"Aish, James",14,3,6,20,,,,3.0,7.0,3.0,4.0,5.0,3.0,2.0,,10.0,12.0,,,2.0,1.0,,89.0
41 ↑,"Banfield, Bailey",6,6,1,7,1,1.0,,,,1.0,,,,,,2.0,6.0,,2.0,1.0,1.0,1.0,42.0
8,"Brayshaw, Andrew",15,3,11,26,,2.0,,5.0,1.0,6.0,1.0,3.0,,1.0,2.0,4.0,22.0,,1.0,,,1.0,82.0
17,"Brodie, Will",6,3,17,23,,,,5.0,1.0,4.0,8.0,6.0,2.0,2.0,1.0,17.0,7.0,,,3.0,,,83.0
27,"Chapman, Heath",16,8,7,23,,,,,7.0,1.0,,2.0,1.0,1.0,,5.0,17.0,,,2.0,,,84.0
6,"Clark, Jordan",15,7,6,21,,,,3.0,4.0,2.0,,4.0,,1.0,,4.0,16.0,,,2.0,1.0,1.0,87.0
33,"Colyer, Travis",11,7,3,14,1,,,4.0,,4.0,,2.0,1.0,1.0,,4.0,11.0,,1.0,3.0,,1.0,82.0
36,"Cox, Brennan",11,7,3,14,,,,2.0,4.0,,,1.0,,1.0,,3.0,9.0,2.0,,12.0,,,87.0
28,"Erasmus, Neil",9,4,9,18,,1.0,,2.0,,1.0,2.0,2.0,,,,5.0,13.0,,,,,,77.0
32,"Frederick, Michael",10,5,3,13,2,1.0,,3.0,,5.0,,3.0,1.0,2.0,,6.0,9.0,1.0,2.0,1.0,,1.0,86.0
37,"Lobb, Rory",5,3,3,8,2,1.0,6.0,2.0,,1.0,1.0,2.0,1.0,1.0,,2.0,6.0,,2.0,5.0,,,100.0
22,"Meek, Lloyd",7,2,6,13,,,12.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,,8.0,5.0,,,6.0,,,85.0
30,"ODriscoll, Nathan",9,4,3,12,1,1.0,,2.0,1.0,3.0,,2.0,,,,2.0,10.0,,,2.0,,,67.0
25,"Pearce, Alex",6,3,1,7,,,,1.0,2.0,,,3.0,3.0,2.0,,2.0,5.0,,,1.0,,,64.0
13,"Ryan, Luke",15,8,5,20,,,,1.0,5.0,1.0,,5.0,,2.0,,3.0,12.0,,,6.0,,,88.0
5,"Schultz, Lachie",11,8,12,23,2,,,3.0,,3.0,,4.0,,2.0,3.0,6.0,16.0,,2.0,1.0,,3.0,83.0
39,"Switkowski, Sam",9,,10,19,1,,,1.0,,5.0,4.0,2.0,,,,5.0,10.0,,,4.0,2.0,,76.0
20,"Taberner, Matthew",9,9,2,11,3,1.0,,,,4.0,,3.0,1.0,2.0,,5.0,7.0,3.0,3.0,1.0,,,68.0
18 ↓,"Tucker, Darcy",7,4,6,13,,,,2.0,,,5.0,3.0,2.0,1.0,,8.0,6.0,,,,,,32.0
31,"Walker, Brandon",11,4,4,15,,,,4.0,1.0,1.0,2.0,3.0,3.0,1.0,,8.0,10.0,,,4.0,,,75.0
10,"Walters, Michael",10,2,7,17,1,2.0,,1.0,,2.0,4.0,6.0,1.0,1.0,,8.0,8.0,,1.0,2.0,,2.0,90.0
26,"Young, Hayden",10,6,6,16,,,,1.0,3.0,1.0,,3.0,,2.0,,3.0,14.0,,,1.0,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,238,116,137,375,15,12.0,18.0,52.0,38.0,55.0,36.0,69.0,22.0,29.0,6.0,126.0,248.0,7.0,15.0,61.0,5.0,11.0,
Opposition,Opposition,201,86,112,313,7,5.0,41.0,55.0,39.0,46.0,29.0,62.0,29.0,22.0,,133.0,183.0,15.0,6.0,51.0,1.0,3.0,
